"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121157","2022-03-09","2022-01-04","Donut shaped object moves in an arc across the Sun.","Blue Ridge","GA, US",""
"121156","2022-03-09","2022-03-02","Donut shaped object with apparent windows, moved from the Sun 10 Ray Fast.","Blue Ridge","GA, US",""
"121155","2022-03-09","2021-08-28","Donut shaped moved extremely fast away from the 8 o'clock ray of the Sun.","Mineral Bluff","GA, US",""
"121154","2022-03-09","2021-08-28","A white object with a black or blue band around it (Minion Like) In the Sun 5ray","Mineral Bluff","GA, US",""
"121153","2022-03-09","2021-08-28","Pink object with 5 appendages rolls over itself at an angle.","Mineral Bluff","GA, US",""
"121152","2022-03-09","2022-03-04","Star like shifts shapes it seems appears SW just above tree line dances around while ascending.same time every day as long as it's a clear sky from $-","Mt Holly","NC, US",""
"121151","2022-03-09","2022-03-08","Mysterious lights witnessed from back yard in Florida.","Edgewater","FL, US",""
"121150","2022-03-09","2022-03-09","Today's SpaceX launch at 6:42 seconds in flight, for 2 seconds","Orlando","FL, US",""
"121149","2022-03-09","2021-08-19","Moving flashing light, hovers, the dissappears","Plymouth","GB",""
"121148","2022-03-09","2017-12-15","Looked up at the sky in order to appreciate the moon halo - ended up seeing a blue orb gliding by in the sky","Beverly Hills","CA, US",""
"121147","2022-03-09","2022-03-08","We saw many at once come and go could not keep track of how many we saw but it was a lot my mom and my daughter also saw them all.","North Haven","CT, US",""
"121146","2022-03-08","2022-03-08","Was walking my dog I'm mellen wi. It's Was a very cloudy night and I saw two objects with  lights coming straight over my head extremely fast no sound","Mellen","WI, US",""
"121145","2022-03-08","","","","AZ, US",""
"121144","2022-03-08","2022-03-08","flying right over condo area tried to take pick but it disappeared to fast.","surfside","SC, US",""
"121143","2022-03-08","2022-03-08","was trying out new superzoom camera on airplane, when spotting the object.","bolsover","GB",""
"121142","2022-03-08","","Glowing almost as flames, cylindrical, constant steady speed and direction, three altogether flying one after the other with same distance in between","Marion","IN, US",""
"121141","2022-03-08","2022-03-02","White cigar shaped","Miami","OK, US",""
"121139","2022-03-08","2022-01-06","My first Entity contact.","","TN, US",""
"121138","2022-03-08","2022-03-06","Equilateral triangular object at some distance,  from moving vehicle east bound, assuming freeway east object about 20 degrees from east twowar south,","Boise","ID, US",""
"121137","2022-03-08","2019-02-09","Predator cloaking","Wellston","OK, US",""
