"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120886","2022-02-16","2022-02-12","Bright Venus like Orb","Rosellville","WI, US",""
"120885","2022-02-16","2022-02-16","Flew directly overhead, bright glowing reddish/orange light that appeared to have angles","Lutz","FL, US",""
"120884","2022-02-16","2022-02-15","5 red lights in a row blinked once moved slowly downward than turned upwards and went straight up at a rapid speed","Gatesville","TX, US",""
"120883","2022-02-16","2016-01-19","large light that appears to be on the surface of the moon, or to the side of it","Chihuahua","MX",""
"120882","2022-02-16","2021-09-03","3 UAP lights seen in Aurora Borealis outside Whitehorse, Yukon Canada.","Whitehorse","YT, CA",""
"120881","2022-02-16","2020-10-30","Seen objects moving at an extremely high speed and recorded a short video","Durant","OK, US",""
"120880","2022-02-16","2022-02-15","Bright light","Los angeles","CA, US",""
"120879","2022-02-16","","","","IL, US",""
"120878","2022-02-16","","","","OH, US",""
"120877","2022-02-16","2022-02-15","watched object moved and blinking yellow and white","doraville","GA, US",""
"120876","2022-02-16","2022-02-08","Red flashing rotating lights with a circular saucer like object","Iowa Falls","IA, US",""
"120875","2022-02-16","2022-02-16","Bright reflective green moving up down and left to right","Palmetto","FL, US",""
"120874","2022-02-16","2021-11-12","I was headed to work this video was taken at 5:11 am on November 12th 2021. Once I spotted the lighting I had a uneasy feeling after seeing it.","Clermont","FL, US",""
"120873","2022-02-16","2021-08-10","When I zoom in looks like it could be triangle.","Springfield Twp.","NJ, US",""
"120872","2022-02-16","2022-02-15","Jellyfish ufo 3 ufos in one","Oakland","CA, US",""
"120871","2022-02-15","2022-02-14","Splinter of unvarying light moving at high velocity below the nearly full Lunar disk","Williamston","NC, US",""
"120870","2022-02-15","2022-02-09","Disc shaped","Colorado Springs","CO, US",""
"120869","2022-02-15","2020-12-31","3 foot bar of light appeared and set off motion security camera.  5 minutes later an entity appeared hovering on our deck setting off the camera.","Adrian","MI, US",""
"120868","2022-02-15","2022-01-12","Wife took pic I was gone before it went,,,","Ristol","GB",""
"120867","2022-02-15","2021-12-04","Glowing object recorded from my terrace","Bogacs","HU",""
