"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120812","2022-02-11","2022-02-11","Extremely bright light approached then I experienced missing time.","Vaughan","ON, CA",""
"120811","2022-02-11","2022-02-09","Very very bright, but mesmerizing, could not take my eyes off it the whole way to work","Grand isle","VT, US",""
"120810","2022-02-11","2020-10-21","Odd shaped cube like ufo","Tangent","OR, US",""
"120809","2022-02-11","2022-02-11","Three bright star like lights in single formation","West Kilbride","GB",""
"120808","2022-02-11","2022-02-10","Two bright lights, left one was slightly above the right. Watched for about 10 seconds then the left one faded out and then the right one faded out.","Scotts Valley","CA, US",""
"120807","2022-02-11","2022-02-10","Noticed strange light which seemed stationary in sky. Flew way lower than plane. No avail toon system lights like those on plane or helicopter","Houma","LA, US",""
"120806","2022-02-10","2022-02-10","Disc with two red lights the shape of sideways teardrops.","Rutland","OH, US",""
"120805","2022-02-10","2021-11-11","I was taking a picture because there was a lunar eclipse. I didn't see the object until I looked at my photo later.","Ward","AR, US",""
"120804","2022-02-10","2022-02-10","Up right cylinder- pulsating & then a patterned blinking that moved from the north towards Ronan MT, to the east over the Mission mountains.","Saint Ignatius","MT, US",""
"120803","2022-02-10","2021-12-26","Orb appears from the cloud transforms to meet other cylinder objects","katy","TX, US",""
"120802","2022-02-10","2022-02-10","UFO captured moving from one side of sky to other and out of view in less than a second","Pearland","TX, US",""
"120801","2022-02-10","2021-11-19","I was photographing the lunar eclipse. When I looked back at my pictures I found this object","Aubrey","TX, US",""
"120800","2022-02-10","2022-02-06","metallic square  or rectangle","Denver","CO, US",""
"120799","2022-02-10","2022-02-10","Line of 5 yellow lights","Surfside Beach","SC, US",""
"120798","2022-02-10","2017-02-22","5 white reflective UFOS in formation","Valencia","CA, US",""
"120797","2022-02-10","","","","US",""
"120796","2022-02-10","2018-10-17","I saw a entity in 2017 in Waynesville Illinois when I lived there it was at least 8 ft tall 9 ft tal","","IL, US",""
"120795","2022-02-10","2020-08-16","2 sightings in Badlands National Park","Interior","SD, US",""
"120794","2022-02-10","2022-02-10","Orange lights in the sky","Braintree","GB",""
"120793","2022-02-10","2021-10-17","Saw glowing object moving fast from west heading east","Indianapolis","IN, US",""
