"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121874","2022-04-23","2022-03-14","Alot of UFO`S","Plymouth","GB",""
"121873","2022-04-23","2022-04-08","https://1drv.ms/v/s!Alx7-BnfOsl_k0RkIvh2Jfl5iGli","Omakere","NZ",""
"121872","2022-04-23","2022-04-22","Sehen Sie viele fliegende Objekte in einer geraden Linie","khorraabad","IR",""
"121871","2022-04-23","2022-01-20","Cloaked piece of plywood","Cayucos","CA, US",""
"121870","2022-04-23","2012-10-17","No visable craft of any kind","Cuero","TX, US",""
"121869","2022-04-23","1998-08-13","Goblin skittering about.","","AR, US",""
"121868","2022-04-23","","I have it on video","Vergennes","VT, US",""
"121867","2022-04-23","2022-04-21","2-3min sighting by 2ppl Very large very Long cigar shape craft with perfectly spaced white lights across like a string of pearls stretched lengthwise","Middletown","OH, US",""
"121866","2022-04-22","2022-04-22","Orange red orb flying over my neighborhood. Would disappear and reappear in another location 20-30 seconds later.","Columbus","OH, US",""
"121865","2022-04-22","2015-08-15","Cloaked Ship Fell from the sky","Naomi Island in Neebing Ontario","ON, CA",""
"121864","2022-04-22","2022-04-01","3 greys in bedroom","","PA, US",""
"121863","2022-04-22","2022-04-21","Saw it for a short while. But looked like nothing I have seen before.","London","ON, CA",""
"121862","2022-04-22","2022-04-21","2 friends were out walking at about 10:30 last night and saw the attached flying object that made no noise","Ann Arbor","MI, US",""
"121861","2022-04-22","2022-01-08","Re-upload of case ifxomvq9. A video was submitted but isn't working.","Newport","NC, US",""
"121860","2022-04-22","2022-04-14","When I had first contact","","VT, US",""
"121859","2022-04-22","2022-01-08","Re-upload of case iFXOMVQ9. A video was submitted but isn't working.","Newport","NC, US",""
"121858","2022-04-22","2022-04-21","Linear line of lights travelled acros the sky all together","Markdale","ON, CA",""
"121857","2022-04-22","2014-02-04","anal probe at home","","GA, US",""
"121855","2022-04-22","2022-04-19","Bright","Sangudo","AB, CA",""
