"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120459","2022-01-21","2022-01-20","2 Blackhawks following white light. Adsb pulled only showed 2 aircraft.","Middletown durham ct","CT, US",""
"120458","2022-01-21","2022-01-17","4 big white lights moving side by side in a line","Newick","GB",""
"120457","2022-01-21","2021-09-14","Seven perfect dark metallic saucers with four yellow-orange glowing orbs in their centers.","Clarksville","IN, US",""
"120455","2022-01-21","2022-01-18","Flaming ball, thought meteor, but didn’t hit the ground","North Fort Myers","FL, US","2AA810512912441389D6B2037F27592D.jpeg9F136698FD424BA6BA6D1193D57F3609.jpeg7F7ECAC922DE48A490E1215E32FD37CF.jpeg326E8B78EB81482292BBEA25C822FF95.jpeg66FC570AEAAA4B86BE1FC31273359723.jpegE02F3ACFF76E4C2683D0BEBD8C2EDC1C.jpeg"
"120454","2022-01-21","2022-01-19","Something by the moon","Saratoga Springs","NY, US","20220119210344.jpg20220119210405.jpg"
"120453","2022-01-20","2021-12-11","Orbs and/or Strange White Lights","Johnson City","TN, US","VID20211211210029569.mp4"
"120452","2022-01-20","2022-01-19","Glowing Orange rectangle","Burlington","NJ, US",""
"120451","2022-01-20","2021-12-23","Looked like a tictac","Clearwater","FL, US","202112230759333.mp4"
"120450","2022-01-20","2022-01-19","Cheerio shaped orb","Palos Verdes Estates","CA, US","trim.9A4AB55F3DD644C7B1AFEE9DC446BD33.MOV"
"120449","2022-01-20","2022-01-19","translucent upright circle with cone shape in front and small at back","merthyr tydfil","GB",""
"120448","2022-01-20","2022-01-20","Light was outside over whole building","Lakeville","MN, US",""
"120447","2022-01-20","2022-01-17","I happened to be in the right place at the right time. I took three photos seconds within each other when object appeared in the sky on 1 photo.","Tesuque","NM, US","A00B2738017941FC8981FD8E908161BD.jpeg645CFFD33C2548A4BCC58D1E5FBBF882.jpegF1D5A9B875844504A95306F8B102F410.jpeg"
"120446","2022-01-20","2016-04-19","None","Near Paisley, On.","ON, CA",""
"120445","2022-01-20","2021-11-20","Was leaving store with child when I saw bright light","Springfield","OH, US","trim.8FC708CC19014151A69D2EB60DBB292C.MOVCDF490900C5D44F6AB45D0510E540745.png"
"120444","2022-01-20","2021-12-25","Blinked into existance","boothwyn","PA, US",""
"120443","2022-01-20","2022-01-20","UFO grounded in desert this is the coordinate [exact location details have been moved to Investigators report section/cms/LLL]","Fresno","CA, US","Screenshot20220120062724Maps.jpgScreenshot20220120063320Maps.jpgScreenshot20220120062909Maps.jpg"
"120442","2022-01-20","2022-01-20","Flat white disk flying around downtown","Janesville","WI, US","1C81CA937EDD4B199EF4760FA29677A2.jpeg"
"120441","2022-01-20","2021-12-09","Observation d'un objet en forme de losange avec contour et spots orangés","Sagy","FR","20211223115734.jpg"
"120440","2022-01-20","2021-04-10","It's like when you see the FBI files where Mulder and Scully come out and they show that flying saucer it looks just like that","Mathis","TX, US","IMG20210410181518960.jpgIMG20210410181524590.jpgIMG20210410181533318.jpgIMG20210410181541169.jpg"
"120439","2022-01-20","2021-10-19","tic tac white 30 to 40 feet long","henderson","NV, US",""
