"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120794","2022-02-10","2022-02-10","Orange lights in the sky","Braintree","GB",""
"120793","2022-02-10","2021-10-17","Saw glowing object moving fast from west heading east","Indianapolis","IN, US",""
"120792","2022-02-10","2021-03-30","I saw a light moving across the sky, it flashed a bright light and then disappeared.","Glendale","AZ, US",""
"120791","2022-02-10","1974-02-27","Disc shaped UFO hovered above us then started rising up and splitting into two crafts while making a whirring noise.","PRESQUE ISLE","MI, US",""
"120790","2022-02-10","","Saw something that I didn’t understand at the time","Spanaway","WA, US",""
"120789","2022-02-10","2022-02-10","Was travelling at great speed with no noise no wings","Glasgow","GB",""
"120788","2022-02-10","1982-08-01","Early years. From 7 - 10","","GB",""
"120787","2022-02-10","2022-02-09","2 UFOs within 12 hours of each other","Sedona, Az","AZ, US",""
"120786","2022-02-10","2021-12-08","I had just parked my car on my way to get my kid in kindergarden when I saw this UAP just under the clouds","Nesoddtangen","NO",""
"120785","2022-02-10","2022-02-10","A very bright light with red lights on the side.","Sugar land","TX, US",""
"120784","2022-02-10","2008-02-02","There was a group of unexplained lights","29 palms","CA, US",""
"120783","2022-02-10","2022-02-08","Tic Tac shape,white in color,moving at the speed of a small plane with no sound","Jackson","TN, US",""
"120782","2022-02-09","2022-02-09","No trail, extremely fast. Disappeared then reappeared. Cloudy night","Maryville","TN, US",""
"120781","2022-02-09","2022-02-06","Round lite rose from ground squggled around and flew twds house with a tail -- then another smaller object appeared closer to house both took off","New Castle","PA, US",""
"120780","2022-02-09","2011-06-22","Four to five orbs moving in formation then disappearing","Foxborough","MA, US",""
"120779","2022-02-09","2020-10-21","Orange beam of light following car","Carver","MA, US",""
"120778","2022-02-09","2021-11-15","Large bright light that changed in size and color, and intensity","Huntington Beach","CA, US",""
"120777","2022-02-09","2022-01-28","Two big star like objects hovering","Šmartno pri Litiji","SI",""
"120776","2022-02-09","2022-02-09","Object Streaked across at high rate of speed.","San Bernardino","CA, US",""
"120775","2022-02-09","2022-02-08","Two golden glowing upside down stacked baskets","Mardela Springs","MD, US",""
