"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120941","2022-02-20","2022-02-17","A green, round object, glowing & illuminating clouds.","Kelowna","BC, CA",""
"120940","2022-02-20","2022-02-20","Very fast moving object with a very short lived con-trail that disappeared without noise at high altitude.","Clifton","CO, US",""
"120939","2022-02-20","2021-08-12","It was a blinking spinning light kinda scaring","Bullhead","AZ, US",""
"120938","2022-02-20","","","","US",""
"120937","2022-02-20","2022-02-19","Looked like an open book","Sparks","OK, US",""
"120936","2022-02-20","2022-02-06","Strange formation in field next to house","West Liberty","OH, US",""
"120935","2022-02-20","2022-02-19","looks like some multi dimension object caught on camera","sedona","AZ, US",""
"120934","2022-02-20","2022-02-19","See pics","Cypress","TX, US",""
"120933","2022-02-20","2022-02-19","Stationary green flashing lights disk just hover in place","Fresno","CA, US",""
"120932","2022-02-20","2022-02-19","Black cylinder","Las Vegas","NV, US",""
"120931","2022-02-20","2022-01-18","Bright object flying parallel to but just behind and to side of commercia jet","Arundel","ME, US",""
"120930","2022-02-20","2022-02-19","Reviewed Door bell cam activity","Marlton","NJ, US",""
"120929","2022-02-20","","","","US",""
"120928","2022-02-20","2021-11-09","Hovering in a fixed position. Then instant vertical takeoff.","Stoughton","WI, US",""
"120927","2022-02-20","2022-02-20","Noticed 4 red 4 green & 4 white lights all double blinking","Knightdale","NC, US",""
"120926","2022-02-20","2022-02-07","V shaped","Foley","MN, US",""
"120925","2022-02-20","","","","US",""
"120924","2022-02-19","2022-02-16","Pulsating string of lights with possible landing/entity 3-500 Yards away","Yuba City","CA, US",""
"120923","2022-02-19","2021-06-28","3 orbs filmed from airplane over CA I believe","Unknown","CA, US",""
"120922","2022-02-19","2021-11-29","2 white tic tac objects observed, one travelling after the other. (video evidence of one)","Glen Haven","CO, US",""
