"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121067","2022-03-03","2022-03-02","I don't even know how to describe","Cypress","TX, US",""
"121066","2022-03-03","2022-02-27","Deslocamento de ponto luminoso, da direção oeste para leste, com alteração de direção abrupta.","São Miguel do Oeste","BR",""
"121065","2022-03-03","2022-03-02","Translucent triangle changes shape","Rancho Cordova","CA, US",""
"121064","2022-03-02","2022-03-02","Lights photographed in sky","Corpus christi","TX, US",""
"121063","2022-03-02","2021-05-16","spinin putlsating light appeared in the early morning sky, moved, spun, changed color, rapid movement","Scottsdale","AZ, US",""
"121062","2022-03-02","2022-02-09","bright orange light","panama city beach","FL, US",""
"121061","2022-03-02","2022-02-21","circular object following a light beam","Calima","MX",""
"121060","2022-03-02","2021-07-07","Entity reported to me by a neighbor as a giant black puma...way bigger than a normal cat","North Little Rock","AR, US",""
"121059","2022-03-02","2022-03-01","Like a plane ive never seen before all black flying in a straight line with no sound","Scottsdale","AZ, US",""
"121058","2022-03-02","2022-01-21","Hovering light","Oceano","CA, US",""
"121057","2022-03-02","2022-02-08","Seeing these or similar lights 2-3 or more nights each week at varying times just not getting them on video everytime","Tupelo","MS, US",""
"121056","2022-03-01","2022-02-28","Large white oval like structure that changed its light pattern to 3 diamond shapes in blue, red and green","Georgetown","DE, US",""
"121055","2022-03-01","2022-03-01","Hovering Object That Dissappears.","Pine Bluff","AR, US",""
"121054","2022-03-01","2019-10-01","i have 2 to 3 weeks of video footage and pictures","sitka","AK, US",""
"121053","2022-03-01","2022-02-28","Large craft with a forward facing white light and a side facing series of red lights in an odd shape","Independence","MO, US",""
"121052","2022-03-01","2012-09-19","Sitting on couch looking out window silent black triangle type of craft zips through the sky and makes a hard turn all while being completely silent.","Beverly Hills","CA, US",""
"121051","2022-03-01","2022-02-17","Bell shaped UFO moved one time sideways very fast and then froze in that position. I was driving on a desert road with no traffic and pulled over .","Rio Rancho","NM, US",""
"121050","2022-03-01","2022-01-23","Light above?","Davenport","FL, US",""
"121049","2022-03-01","2022-02-28","Case lights for 1 1/2 hour 75 miles though  two county","Gibsonville","NC, US",""
"121048","2022-03-01","2022-02-26","Bright light moving in random directions","Paris","MI, US",""
