"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120949","2022-02-21","2022-02-21","Looked like a glowing fireball of light…with a few red flashes…left a trail of light behind it only saw it for a few seconds before it disappeared","Bathurst, eastern cape","ZA",""
"120948","2022-02-21","2021-02-22","Captured very quick movement and hovering with iphone","Half moon bay","CA, US",""
"120947","2022-02-21","2022-02-20","I have 40 minutes of incredible video","Ridgely","MD, US",""
"120946","2022-02-21","2022-02-12","Notice lights in the sky","Patna","IN",""
"120945","2022-02-21","2022-02-12","Orb we ith light's","Patna","IN",""
"120944","2022-02-21","2022-02-19","Soft V shape","Grapevine","TX, US",""
"120943","2022-02-20","2022-02-19","Heightened Sensed being watched and sensed a craft was directly in front of me.","Malibu - Zuma Beach","CA, US",""
"120942","2022-02-20","2022-02-19","Dark stationary object in western sky","Unknown","IA, US",""
"120941","2022-02-20","2022-02-17","A green, round object, glowing & illuminating clouds.","Kelowna","BC, CA",""
"120940","2022-02-20","2022-02-20","Very fast moving object with a very short lived con-trail that disappeared without noise at high altitude.","Clifton","CO, US",""
"120939","2022-02-20","2021-08-12","It was a blinking spinning light kinda scaring","Bullhead","AZ, US",""
"120938","2022-02-20","","","","US",""
"120937","2022-02-20","2022-02-19","Looked like an open book","Sparks","OK, US",""
"120936","2022-02-20","2022-02-06","Strange formation in field next to house","West Liberty","OH, US",""
"120935","2022-02-20","2022-02-19","looks like some multi dimension object caught on camera","sedona","AZ, US",""
"120934","2022-02-20","2022-02-19","See pics","Cypress","TX, US",""
"120933","2022-02-20","2022-02-19","Stationary green flashing lights disk just hover in place","Fresno","CA, US",""
"120932","2022-02-20","2022-02-19","Black cylinder","Las Vegas","NV, US",""
"120931","2022-02-20","2022-01-18","Bright object flying parallel to but just behind and to side of commercia jet","Arundel","ME, US",""
"120930","2022-02-20","2022-02-19","Reviewed Door bell cam activity","Marlton","NJ, US",""
