"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121978","2022-04-30","2022-04-29","Observed two stationary bright lights in the night sky","Land O Lakes","FL, US",""
"121977","2022-04-30","2022-04-18","LINK TO REPORT 121769 PER [Reacted name / CMS / 04-30-2022 / mmb]","SAN DIEGO","CA, US",""
"121976","2022-04-30","2022-04-30","Silver disk following a jet then shot off at speed then vanished","Herstmonceux","GB",""
"121975","2022-04-30","2022-01-06","Basketball-sized white orb","Seattle","WA, US",""
"121974","2022-04-30","2022-04-30","Starlike objects stationary n eastern sky","Oakdale","TN, US",""
"121973","2022-04-30","2022-04-29","Boomerang with golden mist/hue around it.","Fort mohave","AZ, US",""
"121972","2022-04-30","2022-04-30","The 2 light appeared like large headlights in the sky. Stayed until daylight. In the same spot. I took pictures throughout the night.","Oakdale","CA, US",""
"121971","2022-04-30","1989-04-30","CROSS TUNNEL TO DIFFERENT SKY","","GB",""
"121970","2022-04-30","2022-04-29","Encounter UFO","Dawson creek","BC, CA",""
"121969","2022-04-30","2022-04-30","Two round lights I have pictures and videos. I took my dog out and looked up and seen two lights be side each other and no noise not moving I don’t kn","Odessa Tx","TX, US",""
"121968","2022-04-30","2022-04-29","flat black object flying in straight line","Arlington","WA, US",""
"121967","2022-04-30","2022-04-30","Woke up to open door, noticed two bright lights symmetrical. UFO hovered in air and glided slowly for over 45 minutes before going back to sleep.","Farmington","NM, US",""
"121966","2022-04-30","2022-04-29","Folowed the lights until I got to a school parking lot to film the werid lights.","sarasota","FL, US",""
"121965","2022-04-30","","After the sighting my fiancé ran in the house because it followed her movements and my nose started bleeding","Noble","OK, US",""
"121964","2022-04-29","2019-12-31","Cylindrical and shape change","Cascade","CO, US",""
"121963","2022-04-29","2022-04-24","White “starlike” object that abruptly changed direction.","New York","NY, US",""
"121962","2022-04-29","2012-08-27","énorme machine qui paraissait ronde","Caen","FR",""
"121961","2022-04-29","","A white cylinder shaped object flying side ways from west to east in Tallaght, Dublin, Ireland","Dublin","IE",""
"121960","2022-04-29","2022-04-29","This objects is sitting there now for months.","worcester","ZA",""
"121959","2022-04-29","1996-04-11","Out line of clear being that looked like a human.","","CO, US",""
