"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120768","2022-02-09","2022-02-02","7am on my way to work a ball of fire was hoovering in the SE ski","Parkland county","AB, CA",""
"120767","2022-02-09","2022-02-06","Saw a cloud streak from sky into centre of dove park  snapped pictures. Didnt see with my etes but noticed in puctures","Richmond hill","ON, CA",""
"120766","2022-02-09","2021-12-29","Blue Orb in the sky","WESTMINSTER","CO, US",""
"120765","2022-02-08","2022-01-27","3 glowing lights moving in a straight line","Philadelphia","PA, US",""
"120764","2022-02-08","2022-02-08","Flying orb","Calgary","AB, CA",""
"120763","2022-02-08","2022-02-08","Sighting from third-floor apartment","Saugus","MA, US",""
"120762","2022-02-08","2022-02-05","What looked like burning orbs of fire moving from south to north","Porter","TX, US",""
"120761","2022-02-08","2022-02-08","Looked like a satellite","Dahlonega","GA, US",""
"120760","2022-02-08","2022-02-08","Brightly lighted triangular craft hovering above house","Omaha","NE, US",""
"120759","2022-02-08","1982-07-10","Light moving too fast to be man made","Church Hill","TN, US",""
"120758","2022-02-08","","","Chandler","TX, US",""
"120757","2022-02-08","2013-01-03","Unidentified light 'teleports' around night sky culminating in 8 flashes of object in two parallel lines.","silver city","NM, US",""
"120756","2022-02-08","2022-02-07","Saw an orange glow that I thought was the moon and then moving, then an orange orb followed by 3 - 4 others.","Wilson","WY, US",""
"120755","2022-02-08","2022-01-30","Black shape changing tic tac","Chesterfield","GB",""
"120754","2022-02-08","2022-01-30","Massive  hovering circle with variation dark red and light red color","Boulder","CO, US",""
"120753","2022-02-08","2013-06-20","BBALL ORB FLU OVER GOLD SL2","South Bend","IN, US",""
"120752","2022-02-08","2022-02-05","Really Loud Fly-Over Sound","Kittitas","WA, US",""
"120751","2022-02-08","2022-02-08","Object","Moraga","CA, US",""
"120750","2022-02-08","2022-02-01","Something I thought was a star flashed twice and never reappeared.","Phoenix","AZ, US",""
"120749","2022-02-08","2022-02-08","Bright white waning gibbous Moon like object , 8 times the size of Venus, with a Shadow on the side.","rekassim","IL",""
