"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121030","2022-02-28","2021-11-17","SAW LIGHT CHANGING COLOR AND DIRECTION UNLIKE ANYTHING MANMADE","brownsmills","NJ, US",""
"121029","2022-02-28","2022-02-27","Not sure how to describe it random flashes in the clouds","Tempe","AZ, US",""
"121028","2022-02-28","2022-02-18","Two glowing orbs of yellowish-orange light","New Delhi","IN",""
"121027","2022-02-28","2022-02-27","5 white lights in a V formation. Appeared to be one vehicle.","Terre Haute","IN, US",""
"121026","2022-02-27","2022-02-22","Stationery diamond shaped cluster of very bright lights","Franklin","TN, US",""
"121025","2022-02-27","2022-02-27","Plasma like ufo","Dania beach","FL, US",""
"121024","2022-02-27","2022-02-24","Going straight up spinning","Fowler","CA, US",""
"121023","2022-02-27","2021-07-04","See detailed description {oval, dull, grey object on straight line path in video} - {djs}","Traverse City","MI, US",""
"121022","2022-02-27","2022-02-26","2 circular rings of light flying parallel to I-75 south in No. Ky","Ft. Mitchell","KY, US",""
"121021","2022-02-27","2022-02-26","Strange light in the sky","Swansea","GB",""
"121020","2022-02-27","1979-08-15","Ball of light over head","West Newfield","ME, US",""
"121019","2022-02-27","2022-02-25","Saw a white round like object flying north","Apopka","FL, US",""
"121018","2022-02-27","2020-01-23","Multiple crafts taking off from same location","Albion","NY, US",""
"121017","2022-02-27","2022-02-26","Same as filed in report 121005 on 02-25-22","Cheyenne","WY, US",""
"121016","2022-02-26","2022-02-26","A fixed circular object like a star","Oceanside","CA, US",""
"121015","2022-02-26","2022-02-26","Pulsating Orb Hovering Near Intl Airport approach area","Jakarta","ID",""
"121014","2022-02-26","2022-02-01","A Photo I took of a coming ice storm with my phone","staunton","IL, US",""
"121013","2022-02-26","1984-02-01","3 puissants rayons lumineux blancs","Burzet","FR",""
"121012","2022-02-26","2021-11-25","A light in our bedroom","","KY, US",""
"121011","2022-02-26","2022-02-23","A magnetic anomaly has occurred on node: 40 - MADAR ALERT","Kansas City Missouri","MO, US",""
