"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120549","2022-01-27","2022-01-15","Un objet comme une rondelle de mecanicien","Ciney","BE",""
"120548","2022-01-27","2020-07-07","photographie","Iles Canaries","ES",""
"120547","2022-01-27","2022-01-27","Gently pulsating, bright, warm light becomes bright white and transforms into geometric pattern- then turns into a giant black void for a few seconds,","Frankfort","NY, US",""
"120546","2022-01-26","","","","US",""
"120545","2022-01-26","2022-01-26","Large bright white sphere with no trail or tail, no sound, moving downward following curve of the earth rapidly","Latta","SC, US",""
"120544","2022-01-26","2022-01-25","Very Bright star-like object low in the night sky","Hudson","NY, US",""
"120543","2022-01-26","2021-12-25","James Webb Telescope Launch UAP's/UFO's in Space Around Telescope, Change Direction, Speed up Slow Down, Rotating, Pulsate","San Diego","CA, US",""
"120542","2022-01-26","2022-01-25","nightly, UFO comes from East, hovers for several hours with sporadic movements","Petersburg","IN, US",""
"120541","2022-01-26","","Close distance UFO encounter.","Šeduva","LT",""
"120540","2022-01-26","2022-01-18","Thought it was a bright Mars in the dawn light.","Buckley","GB",""
"120539","2022-01-26","2022-01-26","The night we saw them","Lawrence","MA, US",""
"120538","2022-01-26","2022-01-25","3 lights in triangle formation","Petersfield","GB",""
"120537","2022-01-26","2022-01-25","Second night in a row, many craft hovering and pathing over Los Gatos","Los Gatos","CA, US",""
"120536","2022-01-26","2022-01-26","Disc like object","Marysville","OH, US",""
"120535","2022-01-26","2022-01-24","A large very reflective orange object passed over my house.","Adelaide. South Australia","AU",""
"120534","2022-01-26","2021-09-05","I saw a light travelling behind a plane so took some photos","Ebbw vale","GB",""
"120533","2022-01-25","2022-01-23","I was taking pictures of the morning sun dogs - beautiful orange / red coloured. I did not notice that I caught something in one picture.","Winnipeg","MB, CA",""
"120532","2022-01-25","2022-01-25","V shaped craft","marshall","WI, US",""
"120531","2022-01-25","2022-01-25","Three glowing lights appeared in the sky above me in the city of Tawas","Tawas","MI, US",""
"120530","2022-01-25","2022-01-25","Looks like a star hovering and flashing moving around slowly but still in the same vicinity. This is the second time I have seen this","Pontiac","IL, US",""
