"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120711","2022-02-05","2021-08-25","Object comes in from the left and shoots upwards (sideways)","Roscommon","IE",""
"120710","2022-02-05","2022-02-05","grey moving very fast with streaks adjacent to object","boring","OR, US",""
"120709","2022-02-05","2022-02-05","Was hovering then disappeared 4 objects in square formation","Houma","LA, US",""
"120708","2022-02-05","2022-02-05","Moving circular object that disappears","Corpus Christi","TX, US",""
"120707","2022-02-05","2022-02-05","Shiny odd object.","Denver","CO, US",""
"120706","2022-02-05","2022-02-04","A primarily star- like shape that hovered over Lake Superior near Duluth, morphing into a pencil shape and larger translucent ball.","Duluth","MN, US",""
"120705","2022-02-05","","RED GLOWING SPHERICAL /DISK SHAPEd UFO","TRACY","CA, US",""
"120704","2022-02-05","2021-10-20","Have video attached with exact time date","Hubbard","OH, US",""
"120703","2022-02-05","2010-05-22","Coming off of pcp, had an intelligent orb of light engulf me, Angels, ufo, wormholes","Centreville","MD, US",""
"120702","2022-02-05","2022-02-05","Bright object no sound moved down like twinkle of a light then disappears","San Antonio","TX, US",""
"120701","2022-02-05","2021-10-31","Boomerang Reflective/transparent with 3 dim lights in a chevron pattern closet to center mass of object.","Jarrell","TX, US",""
"120700","2022-02-05","2012-09-28","Observed in a Google earth photo","Unknown","TX, US",""
"120699","2022-02-05","2022-02-04","6 orbs caught in my photographs","New York","NY, US",""
"120698","2022-02-05","2020-07-30","aile orientée à 45°","Saint Thibault","FR",""
"120697","2022-02-04","2021-12-09","I viewed what I thought was a large parachute near Cape Cod Joint Base","Sandwich","MA, US",""
"120695","2022-02-04","2018-07-19","Lights shining in my windows from the outside, came inside.","Willard","MO, US",""
"120694","2022-02-04","2022-02-01","A row of five evenly spaced oval shaped lights which just hovered for over 25 minutes and did not move","Jupiter","FL, US",""
"120693","2022-02-04","2022-02-04","Disc or tube ufo v slowly moved across the sky","London","GB",""
"120692","2022-02-04","2022-01-28","Stationary star like lights, moved away slowly to NE","South Cave","GB",""
"120691","2022-02-04","2022-01-31","Tic tac over Palm Beach","Palm.beach gardens","FL, US",""
