"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120984","2022-02-24","2022-02-24","Coming off the exit ramp we saw 3 orbs.","Barnhart","MO, US",""
"120983","2022-02-24","2022-02-24","Two Lights, one left, three more appeared, started disappearing one by one until all gone, then three reappeared","Peabody","MA, US",""
"120982","2022-02-24","2022-01-11","Bat signal shows up next to the sun when I was taking pictures of strange cloud formations","Mess","AZ, US",""
"120981","2022-02-24","2022-02-24","Bright light with changing directions","Allentown","PA, US",""
"120980","2022-02-24","2022-02-23","Woke from deep sleep went outside and saw bright light moving erratically","Bridgton","ME, US",""
"120979","2022-02-24","2022-02-24","Looked like a star. Moved at an incredible speed. Beyond aviation.made 90degree turns and stopped instantantly to hover then shoot across the sky in s","New port richey","FL, US",""
"120978","2022-02-24","1979-07-15","Lights over neighbours house ( reds, oranges , yellows, blues, whites )","EAST GRINSTEAD","GB",""
"120977","2022-02-24","2021-11-14","Ihave seen these lights since Oct 2021 in the early eveing time.","Nashville","TN, US",""
"120976","2022-02-24","2021-11-14","This has happen since Oct 2021 lights appear and stand still then move.","Nashville","TN, US",""
"120975","2022-02-24","2022-02-16","UFO DISC IN BELTSVILLE, MARYLAND","Beltsville","MD, US",""
"120974","2022-02-24","2020-09-12","I saw at least 6-10 UFOs grouped together then fly off almost immediately after I made eye contact.","Stark","NH, US",""
"120973","2022-02-23","2022-02-19","Videotaping a redtailed hawk and a dove photobombed my video. After reviewing the video I found a dot in between the two birds.","Cherry Valley","CA, US",""
"120972","2022-02-23","1994-11-27","Translucent 30 foot wide UFO above canal.","Phoenix","AZ, US",""
"120971","2022-02-23","2013-06-18","Star like orb coming towards me","Edmonton","AB, CA",""
"120970","2022-02-23","2022-02-20","White Light Swelling in Night Sky","Arvada","CO, US",""
"120969","2022-02-23","1974-02-01","surrounded by plasma field","johnstown","CO, US",""
"120968","2022-02-23","2022-02-17","Cube-shaped Mylar balloon-like straight horizontal path","Providence","RI, US",""
"120967","2022-02-23","2021-11-02","Two large dull objects in evening sky, moving silently","New Inn","GB",""
"120966","2022-02-23","2022-02-21","Iron GREEN lights disk shaped west maryland","Boonsboro","MD, US",""
"120965","2022-02-23","2022-02-22","Double light observed","Stoke on Trent","GB",""
