"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120829","2022-02-12","2022-02-07","Read the detailed description","a","CT, US",""
"120828","2022-02-12","2021-09-20","Glowing orb","Scotch plains","NJ, US",""
"120827","2022-02-12","1982-11-01","Bright light on me. Massive silent craft hovered over us. Started to move, no sound, zipped off fast.","Wells","NV, US",""
"120826","2022-02-12","2022-02-11","Spotted bright “star” and it began to move in a weird way. Watched for over 40 minutes as it pulsated and danced. Zoom in to see it change size/color","Portland","OR, US",""
"120825","2022-02-12","2022-02-11","Elongated cone shaped ufo changed form before my eyes","Gardena ca","CA, US",""
"120824","2022-02-12","2020-02-01","Disk comes out of clouds and then disappears next frame looks just like pentagon ufo","Spring valley","MN, US",""
"120823","2022-02-12","2019-06-24","Ufos circling the sky at incredible speed","Palm Bay","FL, US",""
"120822","2022-02-12","","","Medway","OH, US",""
"120821","2022-02-12","2022-02-11","Cigar shaped object moving slowly and silently overhead","Escondido","CA, US",""
"120820","2022-02-11","2022-02-11","Two orbs pulsating and moving together","Clinton","MS, US",""
"120819","2022-02-11","","","Lebanon","NH, US",""
"120818","2022-02-11","2022-02-11","Have videos of two obs on a video camera we use daily rhey floated and went in many directions for several hours. Landed on grass afraid to go out the","Orangeburg","NY, US",""
"120817","2022-02-11","2022-02-10","video of UFOs while cruising the Caribbean Sea","phoenix","UM",""
"120816","2022-02-11","2010-06-15","Saw a craft pulled over and approached and it flew off","College station","TX, US",""
"120815","2022-02-11","2022-02-11","Small object heading south over Casa Grande.","Casa Grande","AZ, US",""
"120814","2022-02-11","2022-02-10","Line of orange lights, sequentially disappearing and appearing","Carlsbad","NM, US",""
"120813","2022-02-11","","Lights seen with naked eye, Arlo camera and iPhone","Novato","CA, US",""
"120812","2022-02-11","2022-02-11","Extremely bright light approached then I experienced missing time.","Vaughan","ON, CA",""
"120811","2022-02-11","2022-02-09","Very very bright, but mesmerizing, could not take my eyes off it the whole way to work","Grand isle","VT, US",""
"120810","2022-02-11","2020-10-21","Odd shaped cube like ufo","Tangent","OR, US",""
