"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120513","2022-01-24","2021-06-19","Seen in the Appalachian mountains","Hyndman","PA, US",""
"120512","2022-01-24","2022-01-23","On Sunday night I was having a cigarette outside on the back patio, it was a pretty clear night,while looking at the stars I noticed a faint object.","Panhandle","TX, US",""
"120511","2022-01-24","2022-01-24","Lights moving in synchrony and then fast change of direction","Rutledge","TN, US",""
"120510","2022-01-24","1996-06-10","UFO came right above my head and hovered for approx. 10 min.","Edinburg","TX, US",""
"120509","2022-01-24","2022-01-01","ABDUCTED","","PA, US",""
"120508","2022-01-24","2021-10-02","was observed and filmed at a friends house while we were about 5 miles away looking at the weirdness in the sky","frazier park","CA, US",""
"120507","2022-01-24","2022-01-22","video of an apparently globular, reflective object, possibly rotating","Long Beach","CA, US",""
"120506","2022-01-24","2022-01-24","human voice detection but  monatone","concho","AZ, US",""
"120505","2022-01-24","2022-01-06","Went out side and there it was.I always look to the sky","OR AKIVA","IL",""
"120504","2022-01-24","2021-09-07","Large Black Triangle","Wausau","WI, US",""
"120503","2022-01-24","2022-01-23","Looked up saw a lighted boomerang shape object","Washougal","WA, US",""
"120502","2022-01-24","","Some strange  shapes from the light dots when zoom in","Houston","TX, US",""
"120501","2022-01-23","2012-06-07","UFO spotted that looked just like all the other stars in the sky.","Haverstraw","NY, US",""
"120500","2022-01-23","2022-01-23","Appeared and disappeared in less than a minute with no flashing","Memphis","TN, US",""
"120499","2022-01-23","2022-01-23","Round highly metallic object observed for 20 seconds around 6-8000 feet in sky and then totally disappeared. Not dissolved, not moved out of sight","Blue Diamond","NV, US",""
"120498","2022-01-23","1975-07-16","Object flew by slowly then took off 3 times and each time came by at a lower altitude until it hovered and i could see through port holes 3 figures","Niagara Falls","ON, CA",""
"120497","2022-01-23","2022-01-23","Long cylinderical","Goodyear","AZ, US",""
"120496","2022-01-23","2022-01-23","Sphere with follower","Magyarkeszi","HU",""
"120495","2022-01-23","2022-01-08","Video of lights off of the I10 freeway","Blythe","AZ, US",""
"120494","2022-01-23","2021-11-09","Large bright stationary light.","Morris","AL, US",""
