"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120379","2022-01-17","2021-03-11","white cylinder no windows or lights no visible means of propulsion","spartanburg","SC, US","20210311081037.jpg"
"120378","2022-01-17","2022-01-16","Imy spouse is an airplane mechanic and we both agree it was no conventional aircraft.","Hayward","CA, US","VID20220116183158.mp4Screenshot20220116183736.jpgScreenshot20220116184227.jpgScreenshot20220116184239.jpgScreenshot20220116184254.jpgIMG20220116183146.jpgScreenshot20220116183736.jpg"
"120377","2022-01-17","2019-01-27","Large Object with no sound","Assandh","IN",""
"120376","2022-01-17","2022-01-15","First seen in the east, south east from our home.","Saint Francis","KS, US","sightedjan152022.jpgsightedjan162022.jpg"
"120375","2022-01-16","2019-11-12","Took a picture at a glacier, found these strange objects in the sky while reviewing my photos.","Rangárbing eystra","IS","8408A377B745406896E50730DAAFA557.jpeg"
"120374","2022-01-16","2018-09-24","Noticed something fly by a plane that was landing.","London","GB","trim.51AFAD71F3914F65B71716BF76890BA0.MOV"
"120373","2022-01-16","2022-01-15","Orb","Bozeman","MT, US","20220115205041.jpg20220115205114.jpg20220115205548.jpg20220115210157.mp420220115205615.jpg"
"120372","2022-01-16","2020-08-15","One bright reddish orange solid circle hovering over the treeline slowly moving parallel to the ground.","East Durham","NY, US",""
"120371","2022-01-16","2022-01-10","Saw UFO hoovering in northeast Gainesville","Gainesville","FL, US",""
"120370","2022-01-16","2021-06-12","[link moved to Investigators report section/cms/LLL]","Damariscotta","ME, US",""
"120369","2022-01-16","2021-10-26","Daytime sighting of UFO/UAP five times of same object","Jackson","TN, US","47955C2C16244B589B0B2C327E1ACF33.heicC31654B9E83F4E0480693E91DD51DACF.heic"
"120368","2022-01-16","2014-05-17","We seen a lot of lights in the night sky","caguas","PR","sightinatgermanafttercloud.MOVsightin.MOVGermanhousecloudmakingontherightmustzoom.JPGUFOatGermanhouse.MOVUFOatGermanstillshot.MOV"
"120367","2022-01-16","2021-06-18","Nothing was visible with the naked eye","Westland","MI, US","trim.3EB2A8FDFF894C21B9A8ACC7856A40C2.MOVtrim.4ECE2A5582404E3BB5B3A01C407F341F.MOV"
"120366","2022-01-16","2022-01-15","Taking picture of a snowy clear blue ski scene.  Didn't even notice this.","Stuart","IA, US","20220115164233.jpg20220115164207.jpg20220115164210.jpg"
"120365","2022-01-16","2022-01-16","Tic tac in portage county ohio","Mantua","OH, US",""
"120364","2022-01-16","2022-01-15","Taking a picture of winter scene.","Stuart","IA, US",""
"120363","2022-01-16","","4 red orbs moving East to West silently","Bellingham hexham","GB","20220101003710.mp420220101003559.mp420220101003500.mp4"
"120362","2022-01-16","2022-01-14","Large Red Glowing Light descending at a slow pace","Beaumont","CA, US",""
"120361","2022-01-16","2022-01-14","Gyrating UFO","roswell","GA, US",""
"120360","2022-01-15","2022-01-15","Showed it to my friend but I can't speak for him Hovering then slow to SE over Beale AFB then disappeared. My mom worked for NASA.","Auburn","CA, US",""
