"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120648","2022-02-01","2022-01-23","Beautiful clear sky","Grants pass","OR, US",""
"120647","2022-02-01","1968-06-15","Silver disc shape, with windows and lights flashing","Grand junction","CO, US",""
"120646","2022-01-31","2022-01-31","Redish lights.","Yukon","OK, US",""
"120645","2022-01-31","2022-01-31","Spiral, like a galaxy.","Liberty","MO, US",""
"120644","2022-01-31","2022-01-31","Descending spiral light","Clarksville","TN, US",""
"120643","2022-01-31","2022-01-31","""star"" shrouded by cloud","Concord","AR, US",""
"120642","2022-01-31","2021-12-24","3 entities in my bedroom","","WA, US",""
"120641","2022-01-31","2022-01-31","Large distinct cloud like spiral with central white light","Salina","OK, US",""
"120640","2022-01-31","2022-01-31","An object at sunset moving slowly that had two lines lit up by setting sun reflection","Cambridge","ON, CA",""
"120639","2022-01-31","2022-01-31","Object glowed with fuzzy blurred edges. Like the moon out of focus. No clouds anywhere. stars including on horizon were bright and pinpointed.","Marshall","NC, US",""
"120638","2022-01-31","2022-01-30","Small Orange Object Floating","salem","MA, US",""
"120637","2022-01-31","2022-01-31","Bright light emanating an oval aura with a swirl withen itself.","Madisonville","TN, US",""
"120636","2022-01-31","2022-01-31","White bright circular light in the sky with a cloud swirl rotation around it","Rogersville","MO, US",""
"120635","2022-01-31","2022-01-26","2 Orb UAPs Escorted by helicopter","Colorado Springs","CO, US",""
"120634","2022-01-31","2022-01-31","Aura looking comet moves across the night sky","Potosi","MO, US",""
"120633","2022-01-31","2022-01-31","Spiral Cloud with bright light in the middle.","Reeds Spring","MO, US",""
"120632","2022-01-31","2022-01-31","Object had a large halo around it containing a swirl pattern, Viewed with a night vision scope, I sat it down and got my phone and got the picture.","Tulsa","OK, US",""
"120631","2022-01-31","2022-01-31","Star like object moving across the sky that had swirling fog around it. Moved with the object across the sky","Pea ridge","AR, US",""
"120630","2022-01-31","2022-01-31","The sky was clear but had this ball of light hovering with a vortexed cloud around it.","Edmond","OK, US",""
"120629","2022-01-31","2022-01-31","Brilliant Cigar shaped light with rolling missed around it","Guthrie","OK, US",""
