"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120806","2022-02-10","2022-02-10","Disc with two red lights the shape of sideways teardrops.","Rutland","OH, US",""
"120805","2022-02-10","","I was taking a picture because there was a lunar eclipse. I didn't see the object until I looked at my photo later.","Ward","AR, US",""
"120804","2022-02-10","2022-02-10","Up right cylinder- pulsating & then a patterned blinking that moved from the north towards Ronan MT, to the east over the Mission mountains.","Saint Ignatius","MT, US",""
"120803","2022-02-10","2021-12-26","Orb appears from the cloud transforms to meet other cylinder objects","katy","TX, US",""
"120802","2022-02-10","2022-02-10","UFO captured moving from one side of sky to other and out of view in less than a second","Pearland","TX, US",""
"120801","2022-02-10","2021-11-19","I was photographing the lunar eclipse. When I looked back at my pictures I found this object","Aubrey","TX, US",""
"120800","2022-02-10","2022-02-06","metallic square  or rectangle","Denver","CO, US",""
"120799","2022-02-10","2022-02-10","Line of 5 yellow lights","Surfside Beach","SC, US",""
"120798","2022-02-10","2017-02-22","5 white reflective UFOS in formation","Valencia","CA, US",""
"120797","2022-02-10","","","","US",""
"120796","2022-02-10","2018-10-17","I saw a entity in 2017 in Waynesville Illinois when I lived there it was at least 8 ft tall 9 ft tal","","IL, US",""
"120795","2022-02-10","2020-08-16","2 sightings in Badlands National Park","Interior","SD, US",""
"120794","2022-02-10","2022-02-10","Orange lights in the sky","Braintree","GB",""
"120793","2022-02-10","2021-10-17","Saw glowing object moving fast from west heading east","Indianapolis","IN, US",""
"120792","2022-02-10","2021-03-30","I saw a light moving across the sky, it flashed a bright light and then disappeared.","Glendale","AZ, US",""
"120791","2022-02-10","1974-02-27","Disc shaped UFO hovered above us then started rising up and splitting into two crafts while making a whirring noise.","PRESQUE ISLE","MI, US",""
"120790","2022-02-10","","Saw something that I didn’t understand at the time","Spanaway","WA, US",""
"120789","2022-02-10","2022-02-10","Was travelling at great speed with no noise no wings","Glasgow","GB",""
"120788","2022-02-10","1982-08-01","Early years. From 7 - 10","","GB",""
"120787","2022-02-10","2022-02-09","2 UFOs within 12 hours of each other","Sedona, Az","AZ, US",""
