"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120490","2022-01-23","2022-01-23","Observed two orbs on my Ring Camera","Beaworthy","GB","trim.6F388AAE7C1344B0AA43122B18050B6F.MOVtrim.7E34F6E423BA40C7A9327CA677412086.MOV"
"120489","2022-01-23","2021-06-16","Glowing orb hovering on front porch caught by security camera","Boyertown","PA, US","IMG3406.MOV"
"120487","2022-01-22","2021-12-07","See video","Kenilworth","NJ, US","trim.6800CDB79D04483D902607DE1A1C8CBD.MOV"
"120486","2022-01-22","2021-10-09","Big object","Fort Worth","TX, US","202110052232471002.3gp"
"120485","2022-01-22","2022-01-18","Glowing ball of white light hovering over the dam/bridge then moving slowly North","The Dalles","OR, US","trim.721CCB78E736479FA9524C0267931599.MOV"
"120483","2022-01-22","2022-01-21","Lights in sky","Gilbert","AZ, US","trim.BDD7355CFBC3449589E306EF6DB8B827.MOVtrim.A58E0716A4EF4FC396E1165B2C676711.MOV"
"120482","2022-01-22","2022-01-21","15-20 fleet of lights observed maybe more, traveling in the night sky","Buda","TX, US","IMG2630.3gp"
"120481","2022-01-22","2021-11-10","A very bright light falling in the sky hovered on a mountain top and emitted intense bright light and then disappeared","Pineville","KY, US","1D185AACED3B4889931AF5B7EE0D0C4B.jpegF06DEE1DDC6B40198B69D78D24166CC8.jpeg06C4A09431F04C61AC9ABB41AB747E03.jpeg534DFBFF56FE49989C9941F43A4C5E39.jpeg178C6E9372424ABFB32EE7C1715D5878.jpeg"
"120480","2022-01-22","2021-03-03","3 lights in a triangle shape appeared to hover","Poughkeepsie","NY, US","trim.3775C4AB6B79455798C4B9232A66A7AB.MOV"
"120479","2022-01-22","2021-10-21","Strange shape shifting at times but then solid","Rose hill","KS, US","20211029204821.jpg20211029201418.jpg20211029203022.jpg20211111190557.jpg20211029201721.jpg"
"120478","2022-01-22","2022-01-08","Random bouncing lights with three stagnant lights that appeared and reappeared","University place","WA, US","trim.87945765D7EE4EA18DE1FAC7C6E2AD96.MOVtrim.770A788FF48A4896B43643ED8B62D1F9.MOV"
"120477","2022-01-22","2022-01-22","Non believer looking for logical explanation","Fredonia","KY, US","trim.33D90B40BDEF486DB7DB53D72286ACEF.MOVtrim.DCEDDB78B5204CCDA68ED9428889DAE5.MOV"
"120476","2022-01-22","1998-07-15","UFO approached and hovered directly over me for about a minute and then flew away.","Midvale","UT, US",""
"120475","2022-01-22","2021-12-23","One, then two silver/whitish orbs at altitude moving unlike any known craft.","Columbia","SC, US","850B0FF31DB143AAA26240FBB5CFFC5E.pngtrim.712C68ABFEBB4F27BF5B322BB0DAD55A.MOVC321FD6A6B7248C69DE00FB0CAD52157.jpeg"
"120474","2022-01-21","2020-08-12","UFO in Central London in the summer of 2020","London","GB","uap2020003.mp4"
"120473","2022-01-21","1978-10-13","Disc-shaped, lights going around, red globe on top.","Walled Lake","MI, US","16428230850495939495644386867615.jpg"
"120472","2022-01-21","2022-01-21","Cigar-shape darker than moonless night sky","Stittsville","ON, CA",""
"120471","2022-01-21","2022-01-21","Silent object, solid body, fixed, unwavering lights","Goldendale","WA, US",""
"120470","2022-01-21","2020-04-15","From my kitchen I saw this orb or light","London","GB","20200415135024.mp420200415135118.mp4"
"120469","2022-01-21","1994-09-15","Gigantic black triangle above city, contrast against setting sun to the west. Massive shape moving slowly in a westerly direction towards the eastern","Lethbridge","AB, CA",""
"121303","2022-03-21","2022-03-15","Bright tic tac shaped object moving","Lesage","WV, US",""
"121302","2022-03-21","2022-03-09","Boule très lumineuse sans forme ni couleur distinctes","Trefcon","FR",""
"121301","2022-03-21","2022-03-20","Three glowing balls of light","Montrose","CO, US",""
"121300","2022-03-21","1997-08-14","Triangle shaped one light in each corner","San Bernardino","CA, US",""
"121299","2022-03-20","2022-03-16","Large flat black object","Milngavie, glasgow","GB",""
"121298","2022-03-20","2022-03-20","Shiny orb like. Had a halo effect around it.","Conyers","GA, US",""
"121297","2022-03-20","2022-03-12","white glowing ball floating through sky","shaver lake","CA, US",""
"121296","2022-03-20","2022-03-19","trois objets volants","Carlepont","FR",""
"121295","2022-03-20","2014-10-29","Spherical","Jacksonville","FL, US",""
"121294","2022-03-20","2022-03-19","Seen in the sky SW of Independence MO over or just SW of Kansas City MO. Very high in the sky.","Kansas City","MO, US",""
"121293","2022-03-20","2022-03-10","Driving North at 4:40am 3-10-22. A long narrow object with bright colored lights at the tip was descending and firing circular shaped objects.","Turner","OR, US",""
"121292","2022-03-20","2022-03-19","Object in Picture","Rabaul","SB",""
"121291","2022-03-20","2022-03-20","Loud whirring heard from inside. Went outside to see object w 2 large lights on the bottom of aircraft. Traveled slowly in NE direction .","baton rouge","LA, US",""
"121290","2022-03-20","2022-03-19","tic tac","Bolton, Greater Manchester","GB",""
"121289","2022-03-19","2022-03-14","Black Triangle, Cloaked, No lights, Low flying, fast object","San Marcos","CA, US",""
"121288","2022-03-19","2022-03-19","Saw all neighbors outside looking up, went out to investigate saw 8-10 objects, moving from west to north east, took pictures","Aztec","NM, US",""
"121287","2022-03-19","2018-07-04","3 lights hovering over my house","Guntersville","AL, US",""
"121286","2022-03-19","2022-03-18","Strange string of lights.. .seemed like a jelly fish","San Jose","CA, US",""
"121285","2022-03-19","2022-03-08","Une lumière clignotante, qui ne bougeait pas.","Etaves et bocquiaux","FR",""
"121284","2022-03-19","2022-01-12","Rectangle gray object moving away from me across the sky","Syracuse","NY, US",""
