"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120388","2022-01-17","2022-01-17","Moved slowly through the air with a low humming noise and had a pulsing reddish orange light and the shape of a sphere","Tupelo","MS, US","trim.0E5F2F3827114CC7AC48E0A77CCD6BFB.MOV"
"120387","2022-01-17","2022-01-17","Light in sky","Portlaoise","IE",""
"120386","2022-01-17","","","","BE",""
"120385","2022-01-17","2022-01-15","Five white orbs flying in formation in a straight line at a speed faster than an airliner departing the airport","Fort Myers","FL, US",""
"120384","2022-01-17","2018-08-23","I observed this white pulsating light in the NE sky, that abruptly went very dim and shot off in awkward trajectory. This was no star.","Kenner","LA, US",""
"120383","2022-01-17","2022-01-17","Two lights very bright. One descended vertically and light went out.","Maidstone","GB",""
"120382","2022-01-17","2022-01-15","Very low, slow flying winged aircraft?","Melbourne","FL, US",""
"120381","2022-01-17","2021-12-15","Very bright objects like stars","Laytown","IE",""
"120380","2022-01-17","2022-01-17","I have video on my ring video app that caught a swarm of small UFOs over Eastern Canada 6:00 a.m. January 17th 2022 on January 17th 2022 my ring camer","Catalina","NL, CA",""
"120379","2022-01-17","2021-03-11","white cylinder no windows or lights no visible means of propulsion","spartanburg","SC, US","20210311081037.jpg"
"120378","2022-01-17","2022-01-16","Imy spouse is an airplane mechanic and we both agree it was no conventional aircraft.","Hayward","CA, US","VID20220116183158.mp4Screenshot20220116183736.jpgScreenshot20220116184227.jpgScreenshot20220116184239.jpgScreenshot20220116184254.jpgIMG20220116183146.jpgScreenshot20220116183736.jpg"
"120377","2022-01-17","2019-01-27","Large Object with no sound","Assandh","IN",""
"120376","2022-01-17","2022-01-15","First seen in the east, south east from our home.","Saint Francis","KS, US","sightedjan152022.jpgsightedjan162022.jpg"
"120375","2022-01-16","2019-11-12","Took a picture at a glacier, found these strange objects in the sky while reviewing my photos.","Rangárbing eystra","IS","8408A377B745406896E50730DAAFA557.jpeg"
"120374","2022-01-16","2018-09-24","Noticed something fly by a plane that was landing.","London","GB","trim.51AFAD71F3914F65B71716BF76890BA0.MOV"
"120373","2022-01-16","2022-01-15","Orb","Bozeman","MT, US","20220115205041.jpg20220115205114.jpg20220115205548.jpg20220115210157.mp420220115205615.jpg"
"120372","2022-01-16","2020-08-15","One bright reddish orange solid circle hovering over the treeline slowly moving parallel to the ground.","East Durham","NY, US",""
"120371","2022-01-16","2022-01-10","Saw UFO hoovering in northeast Gainesville","Gainesville","FL, US",""
"120370","2022-01-16","2021-06-12","[link moved to Investigators report section/cms/LLL]","Damariscotta","ME, US",""
"120369","2022-01-16","2021-10-26","Daytime sighting of UFO/UAP five times of same object","Jackson","TN, US","47955C2C16244B589B0B2C327E1ACF33.heicC31654B9E83F4E0480693E91DD51DACF.heic"
