"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120927","2022-02-20","2022-02-20","Noticed 4 red 4 green & 4 white lights all double blinking","Knightdale","NC, US",""
"120926","2022-02-20","2022-02-07","V shaped","Foley","MN, US",""
"120925","2022-02-20","","","","US",""
"120924","2022-02-19","2022-02-16","Pulsating string of lights with possible landing/entity 3-500 Yards away","Yuba City","CA, US",""
"120923","2022-02-19","2021-06-28","3 orbs filmed from airplane over CA I believe","Unknown","CA, US",""
"120922","2022-02-19","2021-11-29","2 white tic tac objects observed, one travelling after the other. (video evidence of one)","Glen Haven","CO, US",""
"120921","2022-02-19","2022-02-19","Flashing light moving erratically","Midland","NC, US",""
"120920","2022-02-19","2022-02-19","Strange Light Triangle Shape","Wachula","FL, US",""
"120919","2022-02-19","2022-02-19","Two shiny objects over I-40 at Cedar Bluff area in daylight","Knoxville","TN, US",""
"120918","2022-02-19","2021-10-28","flashing sphere, constant movement different directions, speed, colors","Denali","AK, US",""
"120917","2022-02-19","2022-02-10","Olhando para o céu vi uma luz mudar de direção","Apucarana","BR",""
"120916","2022-02-19","2019-09-01","1 crazy Alien experience  that's lasted 4 years","","TX, US",""
"120915","2022-02-19","2022-02-19","Saw an unusually bright object outside the window and opened the front door to film","Scottsdale","AZ, US",""
"120914","2022-02-19","2022-02-19","5-6 silver glowing aspirin shaped objects","Springhill","FL, US",""
"120913","2022-02-19","2022-02-19","Just sat stationary","Lapine","OR, US",""
"120912","2022-02-19","2022-02-11","This ufo sighting was captured on Surfline Ventura Point Overview Cam on Feb. 11 2022 @ 19:17 until 19:47.","Ventura","CA, US",""
"120911","2022-02-18","2021-11-04","Circled craft","Placerville","CA, US",""
"120910","2022-02-18","2022-02-18","This guy is about 50 ft from my home and has been coming back for more than a month","","AB, CA",""
"120909","2022-02-18","1967-01-07","3 glowing orbs appeared in front of car,  Mom stopped car, what we thought was only a few seconds was a few hours later when we watched them leave.","Vineland","NJ, US",""
"120908","2022-02-18","2020-08-01","Orange Orb on 3 separate occassions","Las Vegas","NV, US",""
