"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120490","2022-01-23","2022-01-23","Observed two orbs on my Ring Camera","Beaworthy","GB","trim.6F388AAE7C1344B0AA43122B18050B6F.MOVtrim.7E34F6E423BA40C7A9327CA677412086.MOV"
"120489","2022-01-23","2021-06-16","Glowing orb hovering on front porch caught by security camera","Boyertown","PA, US","IMG3406.MOV"
"120487","2022-01-22","2021-12-07","See video","Kenilworth","NJ, US","trim.6800CDB79D04483D902607DE1A1C8CBD.MOV"
"120486","2022-01-22","2021-10-09","Big object","Fort Worth","TX, US","202110052232471002.3gp"
"120485","2022-01-22","2022-01-18","Glowing ball of white light hovering over the dam/bridge then moving slowly North","The Dalles","OR, US","trim.721CCB78E736479FA9524C0267931599.MOV"
"120483","2022-01-22","2022-01-21","Lights in sky","Gilbert","AZ, US","trim.BDD7355CFBC3449589E306EF6DB8B827.MOVtrim.A58E0716A4EF4FC396E1165B2C676711.MOV"
"120482","2022-01-22","2022-01-21","15-20 fleet of lights observed maybe more, traveling in the night sky","Buda","TX, US","IMG2630.3gp"
"120481","2022-01-22","2021-11-10","A very bright light falling in the sky hovered on a mountain top and emitted intense bright light and then disappeared","Pineville","KY, US","1D185AACED3B4889931AF5B7EE0D0C4B.jpegF06DEE1DDC6B40198B69D78D24166CC8.jpeg06C4A09431F04C61AC9ABB41AB747E03.jpeg534DFBFF56FE49989C9941F43A4C5E39.jpeg178C6E9372424ABFB32EE7C1715D5878.jpeg"
"120480","2022-01-22","2021-03-03","3 lights in a triangle shape appeared to hover","Poughkeepsie","NY, US","trim.3775C4AB6B79455798C4B9232A66A7AB.MOV"
"120479","2022-01-22","2021-10-21","Strange shape shifting at times but then solid","Rose hill","KS, US","20211029204821.jpg20211029201418.jpg20211029203022.jpg20211111190557.jpg20211029201721.jpg"
"120478","2022-01-22","2022-01-08","Random bouncing lights with three stagnant lights that appeared and reappeared","University place","WA, US","trim.87945765D7EE4EA18DE1FAC7C6E2AD96.MOVtrim.770A788FF48A4896B43643ED8B62D1F9.MOV"
"120477","2022-01-22","2022-01-22","Non believer looking for logical explanation","Fredonia","KY, US","trim.33D90B40BDEF486DB7DB53D72286ACEF.MOVtrim.DCEDDB78B5204CCDA68ED9428889DAE5.MOV"
"120476","2022-01-22","1998-07-15","UFO approached and hovered directly over me for about a minute and then flew away.","Midvale","UT, US",""
"120475","2022-01-22","2021-12-23","One, then two silver/whitish orbs at altitude moving unlike any known craft.","Columbia","SC, US","850B0FF31DB143AAA26240FBB5CFFC5E.pngtrim.712C68ABFEBB4F27BF5B322BB0DAD55A.MOVC321FD6A6B7248C69DE00FB0CAD52157.jpeg"
"120474","2022-01-21","2020-08-12","UFO in Central London in the summer of 2020","London","GB","uap2020003.mp4"
"120473","2022-01-21","1978-10-13","Disc-shaped, lights going around, red globe on top.","Walled Lake","MI, US","16428230850495939495644386867615.jpg"
"120472","2022-01-21","2022-01-21","Cigar-shape darker than moonless night sky","Stittsville","ON, CA",""
"120471","2022-01-21","2022-01-21","Silent object, solid body, fixed, unwavering lights","Goldendale","WA, US",""
"120470","2022-01-21","2020-04-15","From my kitchen I saw this orb or light","London","GB","20200415135024.mp420200415135118.mp4"
"120469","2022-01-21","1994-09-15","Gigantic black triangle above city, contrast against setting sun to the west. Massive shape moving slowly in a westerly direction towards the eastern","Lethbridge","AB, CA",""
"121702","2022-04-15","2022-04-06","I have a video","Little Rock","AR, US",""
"121701","2022-04-15","2022-04-15","reflective tic-tac shape moved in straight line then ascended","Columbus","OH, US",""
"121700","2022-04-15","2022-04-15","Ancient aliens season 15 episode 4 the real men in black. Wiped from internet. Can’t even buy DVD","Plainfield","IL, US",""
"121698","2022-04-15","2022-03-13","Aliens using their tech put me in insane assylum","","AK, US",""
"121697","2022-04-15","2021-09-19","2 cigar shapes.  1 showed up in video","Westminster","CA, US",""
"121695","2022-04-14","2022-04-14","UFO Changes Direction and Hovers","Pine Bluff","AR, US",""
"121694","2022-04-14","2020-06-18","I saw what it seems to be like a open window","Rockledge","FL, US",""
"121691","2022-04-14","2022-04-11","Multiple sightings","Hammond","IN, US",""
"121690","2022-04-14","2022-02-02","Through constant strange feelings I have found a skull similar to the Rhodope one that went missing","","",""
"121689","2022-04-14","2007-08-14","Amilai from red dwarf star metallic being","1418 North Lincoln drive","IL, US",""
"121688","2022-04-14","2014-07-08","it blended in the sky","lodi","CA, US",""
"121687","2022-04-14","","Witnessed thousands and thousands of orbs of light..then later on massive cononical tower moving across a mountainside.","Silver Plume","CO, US",""
"121686","2022-04-14","1978-03-15","Abduction and exam","Plant City","FL, US",""
"121685","2022-04-14","2022-04-13","silver cylinder shot by left to right","grants pass","OR, US",""
"121684","2022-04-14","2022-04-08","5 Lights horizontally fixed, moved in the sky, above houses.","columbus","OH, US",""
"121683","2022-04-13","1980-06-10","Had implant inserted in my neck.","Oklahoma City","OK, US",""
"121682","2022-04-13","2021-08-09","2 Distinct types of craft(s): Tic-tac and Triangular ( Large)","Coeur d'Alene","ID, US",""
