"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121963","2022-04-29","2022-04-24","White “starlike” object that abruptly changed direction.","New York","NY, US",""
"121962","2022-04-29","2012-08-27","énorme machine qui paraissait ronde","Caen","FR",""
"121961","2022-04-29","","A white cylinder shaped object flying side ways from west to east in Tallaght, Dublin, Ireland","Dublin","IE",""
"121960","2022-04-29","2022-04-29","This objects is sitting there now for months.","worcester","ZA",""
"121959","2022-04-29","1996-04-11","Out line of clear being that looked like a human.","","CO, US",""
"121958","2022-04-29","2022-04-25","Video shot in over my neighbors house... We live directly across from a international airport for the last 5 yrs and have seen aircrafts of all sizes","Oklahoma City","OK, US",""
"121957","2022-04-29","2022-04-23","Incredibly fast object filmed during airshow","Vidalia","GA, US",""
"121956","2022-04-29","2022-04-29","This feels like it was intentional can't explain why.","Holyoke","MA, US",""
"121955","2022-04-29","2021-11-20","Watching the ISS flyover in western night sky and I noticed a reddish-color light streak Southward from the same area of the ISS","Mohave Valley","AZ, US",""
"121954","2022-04-29","2018-12-11","I observe a metallic orb hovering above my neighborhood.","Laurel","MD, US",""
"121953","2022-04-28","2022-04-26","Video from airplane window of strange V-shaped object over Nevada","Fallon","NV, US",""
"121952","2022-04-28","2022-02-15","Tec Tac","Jackson","TN, US",""
"121951","2022-04-28","2022-04-23","Boomerang, silent, yellow light, appeared then disappeared in 15 seconds or less.","Las Vegas","NV, US",""
"121950","2022-04-28","2022-04-25","Recorded a flashing light in the sky that I've never seen before","Altoona","IA, US",""
"121949","2022-04-28","2017-04-29","Took a picture back in 2017 and was just looking at it an I want some to look at it an tell me there opinion the photo Has NOT been photo shopped .","Scarbrough","ME, US",""
"121948","2022-04-28","2022-04-27","Massive symmetrical alien object","Vernal","UT, US",""
"121947","2022-04-28","1969-08-24","UFO sighted in Irishtown, PA","New Oxford","PA, US",""
"121945","2022-04-28","1987-07-18","Ufo  sight","Hampton","VA, US",""
"121944","2022-04-28","2022-04-22","See detailed description","Lancaster","SC, US",""
"121943","2022-04-28","2020-10-14","Abduction #1","","CA, US",""
