"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121950","2022-04-28","2022-04-25","Recorded a flashing light in the sky that I've never seen before","Altoona","IA, US",""
"121949","2022-04-28","2017-04-29","Took a picture back in 2017 and was just looking at it an I want some to look at it an tell me there opinion the photo Has NOT been photo shopped .","Scarbrough","ME, US",""
"121948","2022-04-28","2022-04-27","Massive symmetrical alien object","Vernal","UT, US",""
"121947","2022-04-28","1969-08-24","UFO sighted in Irishtown, PA","New Oxford","PA, US",""
"121945","2022-04-28","1987-07-18","Ufo  sight","Hampton","VA, US",""
"121944","2022-04-28","2022-04-22","See detailed description","Lancaster","SC, US",""
"121943","2022-04-28","2020-10-14","Abduction #1","","CA, US",""
"121942","2022-04-27","2022-04-27","Object vanished","Saucier","MS, US",""
"121941","2022-04-27","2013-01-01","Orange light moving erratically","Peck","MI, US",""
"121940","2022-04-27","2022-04-24","Flashing lights in a disc-like shape, stationary","Peck","MI, US",""
"121939","2022-04-27","1999-06-14","A bright light in the sky.","Scranton","PA, US",""
"121938","2022-04-27","2020-06-05","Beams of light between 6 and 10 emitted in the sky above our home they took a straight line path from the West to the Southwest direction in a line.","Warrenton","MO, US",""
"121937","2022-04-27","2022-04-26","Second time in my house alien photo","","GB",""
"121936","2022-04-27","2022-04-21","Very long pale green rectangle, high up, moving from West towards slight Southeast, mostly East. Vanished slowly while maintaining course and speed.","Westminster","SC, US",""
"121935","2022-04-27","","Green light in the sky, that communicated with me then disappeared","Overland park","KS, US",""
"121934","2022-04-27","","En roulant je perçois trois choses lumineuses immobiles dans le ciel. La couleur est orange","Villeneuve","FR",""
"121933","2022-04-27","2021-04-20","Abduction - Multiple Probings","","PA, US",""
"121930","2022-04-27","2022-04-23","Large white triangular craft passed overhead in orbit","Streetsboro","OH, US",""
"121929","2022-04-27","2022-04-27","Thought it was a bright star until I drove under it.","Ward","AR, US",""
"121928","2022-04-27","2022-03-31","Saw an anomalous amber colored light that flew directly over my car","Littleton","CO, US",""
