"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120394","2022-01-18","2022-01-18","Two parallel lights","Durham","GB",""
"120393","2022-01-18","2022-01-17","Two lights shining brightly in sky. Both dined into nothing over time. Did not move I wind like a flare would however. Also no reflection off clouds.","Rancho cucamonga","CA, US",""
"120392","2022-01-18","2022-01-12","2 lights moving together, at first","Tooele","UT, US","20220112182457.mp4"
"120391","2022-01-18","2008-05-14","Took off and left atmosphere","Bangkok","TH",""
"120390","2022-01-17","2012-10-14","Silent, large dark object observed","peoria","AZ, US",""
"120389","2022-01-17","2022-01-17","This is an object that can't be seen with the naked eye. It shows up on my drone video almost everyday for the last year.","Superior","NE, US","object.mp4spittotheground.mp4binocularsinfrontofdrone.mp4"
"120388","2022-01-17","2022-01-17","Moved slowly through the air with a low humming noise and had a pulsing reddish orange light and the shape of a sphere","Tupelo","MS, US","trim.0E5F2F3827114CC7AC48E0A77CCD6BFB.MOV"
"120387","2022-01-17","2022-01-17","Light in sky","Portlaoise","IE",""
"120386","2022-01-17","","","","BE",""
"120385","2022-01-17","2022-01-15","Five white orbs flying in formation in a straight line at a speed faster than an airliner departing the airport","Fort Myers","FL, US",""
"120384","2022-01-17","2018-08-23","I observed this white pulsating light in the NE sky, that abruptly went very dim and shot off in awkward trajectory. This was no star.","Kenner","LA, US",""
"120383","2022-01-17","2022-01-17","Two lights very bright. One descended vertically and light went out.","Maidstone","GB",""
"120382","2022-01-17","2022-01-15","Very low, slow flying winged aircraft?","Melbourne","FL, US",""
"120381","2022-01-17","2021-12-15","Very bright objects like stars","Laytown","IE",""
"120380","2022-01-17","2022-01-17","I have video on my ring video app that caught a swarm of small UFOs over Eastern Canada 6:00 a.m. January 17th 2022 on January 17th 2022 my ring camer","Catalina","NL, CA",""
"120379","2022-01-17","2021-03-11","white cylinder no windows or lights no visible means of propulsion","spartanburg","SC, US","20210311081037.jpg"
"120378","2022-01-17","2022-01-16","Imy spouse is an airplane mechanic and we both agree it was no conventional aircraft.","Hayward","CA, US","VID20220116183158.mp4Screenshot20220116183736.jpgScreenshot20220116184227.jpgScreenshot20220116184239.jpgScreenshot20220116184254.jpgIMG20220116183146.jpgScreenshot20220116183736.jpg"
"120377","2022-01-17","2019-01-27","Large Object with no sound","Assandh","IN",""
"120376","2022-01-17","2022-01-15","First seen in the east, south east from our home.","Saint Francis","KS, US","sightedjan152022.jpgsightedjan162022.jpg"
"120375","2022-01-16","2019-11-12","Took a picture at a glacier, found these strange objects in the sky while reviewing my photos.","Rangárbing eystra","IS","8408A377B745406896E50730DAAFA557.jpeg"
