"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120790","2022-02-10","","Saw something that I didn’t understand at the time","Spanaway","WA, US",""
"120789","2022-02-10","2022-02-10","Was travelling at great speed with no noise no wings","Glasgow","GB",""
"120788","2022-02-10","1982-08-01","Early years. From 7 - 10","","GB",""
"120787","2022-02-10","2022-02-09","2 UFOs within 12 hours of each other","Sedona, Az","AZ, US",""
"120786","2022-02-10","2021-12-08","I had just parked my car on my way to get my kid in kindergarden when I saw this UAP just under the clouds","Nesoddtangen","NO",""
"120785","2022-02-10","2022-02-10","A very bright light with red lights on the side.","Sugar land","TX, US",""
"120784","2022-02-10","2008-02-02","There was a group of unexplained lights","29 palms","CA, US",""
"120783","2022-02-10","2022-02-08","Tic Tac shape,white in color,moving at the speed of a small plane with no sound","Jackson","TN, US",""
"120782","2022-02-09","2022-02-09","No trail, extremely fast. Disappeared then reappeared. Cloudy night","Maryville","TN, US",""
"120781","2022-02-09","2022-02-06","Round lite rose from ground squggled around and flew twds house with a tail -- then another smaller object appeared closer to house both took off","New Castle","PA, US",""
"120780","2022-02-09","2011-06-22","Four to five orbs moving in formation then disappearing","Foxborough","MA, US",""
"120779","2022-02-09","2020-10-21","Orange beam of light following car","Carver","MA, US",""
"120778","2022-02-09","2021-11-15","Large bright light that changed in size and color, and intensity","Huntington Beach","CA, US",""
"120777","2022-02-09","2022-01-28","Two big star like objects hovering","Šmartno pri Litiji","SI",""
"120776","2022-02-09","2022-02-09","Object Streaked across at high rate of speed.","San Bernardino","CA, US",""
"120775","2022-02-09","2022-02-08","Two golden glowing upside down stacked baskets","Mardela Springs","MD, US",""
"120774","2022-02-09","2022-02-09","Silver UAP sighted while traveling on I-526 toward West Ashley over Westmoreland Bridge","Charleston","SC, US",""
"120773","2022-02-09","","","","US",""
"120772","2022-02-09","2022-02-09","I have attached 2 videos and several still pictures. With use of an IPhone 13 Pro lens","Panama City Beach","FL, US",""
"120771","2022-02-09","2022-02-08","I was driving in the freeway and saw one giant object that was being followed by a second object","Houston","TX, US",""
