"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120490","2022-01-23","2022-01-23","Observed two orbs on my Ring Camera","Beaworthy","GB","trim.6F388AAE7C1344B0AA43122B18050B6F.MOVtrim.7E34F6E423BA40C7A9327CA677412086.MOV"
"120489","2022-01-23","2021-06-16","Glowing orb hovering on front porch caught by security camera","Boyertown","PA, US","IMG3406.MOV"
"120487","2022-01-22","2021-12-07","See video","Kenilworth","NJ, US","trim.6800CDB79D04483D902607DE1A1C8CBD.MOV"
"120486","2022-01-22","2021-10-09","Big object","Fort Worth","TX, US","202110052232471002.3gp"
"120485","2022-01-22","2022-01-18","Glowing ball of white light hovering over the dam/bridge then moving slowly North","The Dalles","OR, US","trim.721CCB78E736479FA9524C0267931599.MOV"
"120483","2022-01-22","2022-01-21","Lights in sky","Gilbert","AZ, US","trim.BDD7355CFBC3449589E306EF6DB8B827.MOVtrim.A58E0716A4EF4FC396E1165B2C676711.MOV"
"120482","2022-01-22","2022-01-21","15-20 fleet of lights observed maybe more, traveling in the night sky","Buda","TX, US","IMG2630.3gp"
"120481","2022-01-22","2021-11-10","A very bright light falling in the sky hovered on a mountain top and emitted intense bright light and then disappeared","Pineville","KY, US","1D185AACED3B4889931AF5B7EE0D0C4B.jpegF06DEE1DDC6B40198B69D78D24166CC8.jpeg06C4A09431F04C61AC9ABB41AB747E03.jpeg534DFBFF56FE49989C9941F43A4C5E39.jpeg178C6E9372424ABFB32EE7C1715D5878.jpeg"
"120480","2022-01-22","2021-03-03","3 lights in a triangle shape appeared to hover","Poughkeepsie","NY, US","trim.3775C4AB6B79455798C4B9232A66A7AB.MOV"
"120479","2022-01-22","2021-10-21","Strange shape shifting at times but then solid","Rose hill","KS, US","20211029204821.jpg20211029201418.jpg20211029203022.jpg20211111190557.jpg20211029201721.jpg"
"120478","2022-01-22","2022-01-08","Random bouncing lights with three stagnant lights that appeared and reappeared","University place","WA, US","trim.87945765D7EE4EA18DE1FAC7C6E2AD96.MOVtrim.770A788FF48A4896B43643ED8B62D1F9.MOV"
"120477","2022-01-22","2022-01-22","Non believer looking for logical explanation","Fredonia","KY, US","trim.33D90B40BDEF486DB7DB53D72286ACEF.MOVtrim.DCEDDB78B5204CCDA68ED9428889DAE5.MOV"
"120476","2022-01-22","1998-07-15","UFO approached and hovered directly over me for about a minute and then flew away.","Midvale","UT, US",""
"120475","2022-01-22","2021-12-23","One, then two silver/whitish orbs at altitude moving unlike any known craft.","Columbia","SC, US","850B0FF31DB143AAA26240FBB5CFFC5E.pngtrim.712C68ABFEBB4F27BF5B322BB0DAD55A.MOVC321FD6A6B7248C69DE00FB0CAD52157.jpeg"
"120474","2022-01-21","2020-08-12","UFO in Central London in the summer of 2020","London","GB","uap2020003.mp4"
"120473","2022-01-21","1978-10-13","Disc-shaped, lights going around, red globe on top.","Walled Lake","MI, US","16428230850495939495644386867615.jpg"
"120472","2022-01-21","2022-01-21","Cigar-shape darker than moonless night sky","Stittsville","ON, CA",""
"120471","2022-01-21","2022-01-21","Silent object, solid body, fixed, unwavering lights","Goldendale","WA, US",""
"120470","2022-01-21","2020-04-15","From my kitchen I saw this orb or light","London","GB","20200415135024.mp420200415135118.mp4"
"120469","2022-01-21","1994-09-15","Gigantic black triangle above city, contrast against setting sun to the west. Massive shape moving slowly in a westerly direction towards the eastern","Lethbridge","AB, CA",""
"121682","2022-04-13","2021-08-09","2 Distinct types of craft(s): Tic-tac and Triangular ( Large)","Coeur d'Alene","ID, US",""
"121681","2022-04-13","2021-09-15","I let my dog out and looked up. And saw  a object in the sky/ with a plane/and a Star..","Van Nuys","CA, US",""
"121680","2022-04-13","2022-04-07","Small orbs before big ships","Coquille","OR, US",""
"121679","2022-04-13","2022-04-11","Witnessed flying directly over us and not as high as the planes at the airport.","austin","TX, US",""
"121678","2022-04-13","1980-08-08","Strange sounds and smells","","NC, US",""
"121677","2022-04-13","1994-01-01","Rectangle semi Courbet rouge sombre","Daujas","FR",""
"121676","2022-04-13","2022-03-01",". Idk","Henderson","NV, US",""
"121675","2022-04-13","2021-10-03","Day time  UAP sighting - Vancouver, BC 3 Oct 2021","Vancouver","BC, CA",""
"121674","2022-04-13","2022-04-11","Saw triangle object moving with no sound","Bloomington","IN, US",""
"121673","2022-04-13","2016-07-14","boules dans le cie","Fleury la forêt","FR",""
"121672","2022-04-13","2019-07-01","voiture mystérieuse","Calvados","FR",""
"121671","2022-04-13","2022-04-13","Ball of Light","Green Cove Springs","FL, US",""
"121670","2022-04-13","2017-08-12","Un triangle noir grand silencieux a vitesse lente","Aubevoye","FR",""
"121669","2022-04-13","2022-04-07","light intensity stopped outside my bedroom window felt tired for days after","","AU",""
"121667","2022-04-13","2022-04-12","V-Shaped Stealth/Cloaked Craft with Afterglow Lights","San Marcos","CA, US",""
"121666","2022-04-12","2022-02-16","Air force","Turtle Creek","PA, US",""
"121665","2022-04-12","2022-04-07","A huge red projection across a large area","Denver","CO, US",""
"121664","2022-04-12","2022-02-24","A","Front Royal","VA, US",""
"121663","2022-04-12","2022-04-12","I had 3 orbs Come to my window and shot three individual red lasers into the center of my chest they came back last year 21 and this year 2022","Jamestown","NC, US",""
"121662","2022-04-12","2022-04-02","The camera , cell phone what was used","Oakland","MS, US",""
