"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120635","2022-01-31","2022-01-26","2 Orb UAPs Escorted by helicopter","Colorado Springs","CO, US",""
"120634","2022-01-31","2022-01-31","Aura looking comet moves across the night sky","Potosi","MO, US",""
"120633","2022-01-31","2022-01-31","Spiral Cloud with bright light in the middle.","Reeds Spring","MO, US",""
"120632","2022-01-31","2022-01-31","Object had a large halo around it containing a swirl pattern, Viewed with a night vision scope, I sat it down and got my phone and got the picture.","Tulsa","OK, US",""
"120631","2022-01-31","2022-01-31","Star like object moving across the sky that had swirling fog around it. Moved with the object across the sky","Pea ridge","AR, US",""
"120630","2022-01-31","2022-01-31","The sky was clear but had this ball of light hovering with a vortexed cloud around it.","Edmond","OK, US",""
"120629","2022-01-31","2022-01-31","Brilliant Cigar shaped light with rolling missed around it","Guthrie","OK, US",""
"120628","2022-01-31","2022-01-31","Bright, white light, emitting swirling aura/cloud","OSKALOOSA","IA, US",""
"120627","2022-01-31","2022-01-31","Blue-green-silver object, no sound est altitude 1500 ft","Aurora","CO, US",""
"120626","2022-01-31","2022-01-15","Looked like a flickering star.","Cedar City","UT, US",""
"120625","2022-01-31","2022-01-31","Light in the sky pointing straight down","Fort Lauderdale","FL, US",""
"120624","2022-01-31","2022-01-30","Thought it was a satellite at first","Loveland","CO, US",""
"120623","2022-01-31","2022-01-28","Was driving and saw huge football statium sized lights moving pretty fast","Lapeer","MI, US",""
"120622","2022-01-31","2021-12-01","Alternating green/red light that hovered and then moved different directions","The Dalles","OR, US",""
"120621","2022-01-31","2022-01-29","round ball shaped object slowly going against a 70mph wind","fife","GB",""
"120620","2022-01-31","2022-01-21","EN UNO DE MIS DIRECTOS DESDE LOS VILOS SE PUEDE APRECIAR UN OBJETO ESTACIONARIO, VER DETALLE EN VIDEO","los vilos","CL",""
"120619","2022-01-31","2021-12-26","2 strange figures","","NL",""
"120618","2022-01-31","2021-08-10","Poss. Triangle shape when you zoom in on still pic.","Springfield Twp.","NJ, US",""
"120617","2022-01-31","2022-01-30","Vertical craft seen from Fulbourne Road in Walthamstow","London","GB",""
"120616","2022-01-31","2022-01-28","Observed a fast moving light shoot over my house and disappear behind neighbouring tree line","Newcastle","AU",""
