"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120570","2022-01-28","2014-02-06","Census Bureau HQ MOTHERSHIP HOVERING","Suitland","MD, US",""
"120569","2022-01-28","2022-01-27","Went out with my wife and dog to close up our greenhouse. As we were going down the stairs of our deck. We spotted a bright object directly above us","Tillamook","OR, US",""
"120568","2022-01-27","2022-01-27","Dancing / Glowing orb","Lawrenceville","GA, US",""
"120567","2022-01-27","2022-01-21","Fireball orbs 2 maybe 3 observed from 2nd floor hotel balcony facing Lake lake Michigan","St. Joseph, MI","MI, US",""
"120566","2022-01-27","1998-08-01","Lights silently drifting.","Pierre","SD, US",""
"120565","2022-01-27","2022-01-26","I was getting a bag out of my car at 10:30pm I was looking for shooting stars because it was a clear night. I didn't see shooting stars.","minerva","OH, US",""
"120564","2022-01-27","2022-01-17","Person with electronics device becomes transparent in line of sight with mailbox.","","CA, US",""
"120563","2022-01-27","2022-01-27","triangle with lights","lake elsinore","CA, US",""
"120562","2022-01-27","2022-01-08","A Morning Star in the Afternoon - Bright Star Light Object","Holyoke","MA, US",""
"120561","2022-01-27","2022-01-26","Pulsating Orb-Like Star","Newberg","OR, US",""
"120560","2022-01-27","2022-01-27","Co worker asked what was in the sky, we obvserved to Tic Tac like objects.","leander","TX, US",""
"120559","2022-01-27","2022-01-26","Triangular Shaped craft which seem to sometimes hover, dive, bank, ans become brighter. three bright white lights with a red blinking back light.","Hopkinsville","KY, US",""
"120558","2022-01-27","2021-08-08","Two solid object UFOs with Auras flew by, disappeared, reappeared, then the next day reappeared","Warrens","WI, US",""
"120557","2022-01-27","2022-01-26","Hundreds of small lights that look like little balls of fire flew over Henderson and las vegas lasted about 25 min","Henderson","NV, US",""
"120556","2022-01-27","2022-01-22","White disc flew overhead","San Francisco","CA, US",""
"120555","2022-01-27","2016-08-16","Bizarre illuminated objects on Google Earth with trail; Google later censors out image (Long Island)","Lloyd Harbor","NY, US",""
"120554","2022-01-27","2022-01-26","Two-Gray/silver and white objects- Aspirin size.","Taylorville","IL, US",""
"120553","2022-01-27","2022-01-27","Color changing lights in the sky","Port Richey","FL, US",""
"120552","2022-01-27","2022-01-26","IFO","Canoe","BC, CA",""
"120551","2022-01-27","2022-01-25","Two orb shaped pulsating lights","Lancaster","OH, US",""
