"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121118","2022-03-07","2022-02-28","An accidental capture of an unknown anomaly in a photo while photographing desert geoglyphs.","Ehrenburg","AZ, US",""
"121117","2022-03-07","2020-05-18","vaisseau mère","Vignols","FR",""
"121116","2022-03-07","2021-08-20","soucoupe argenté","Vignols","FR",""
"121115","2022-03-07","2022-02-22","Silent hovering rectangle moving slowly no sound.","Steilacoom","WA, US",""
"121114","2022-03-06","2022-03-05","orange/red ball crossed over our house with pulsing lights at a very, very fast speed.","Palermo","ME, US",""
"121113","2022-03-06","2022-03-06","Great 10 minutes of video from 2 sources.","Inman","SC, US",""
"121112","2022-03-06","2022-03-06","Honeycomb like lights moving like a kaleidoscope","Bedford","GB",""
"121111","2022-03-06","2022-03-06","A planet visible at noon?","Honolulu","HI, US",""
"121110","2022-03-06","2022-03-06","Possible Craft also possible projectile","Hopatcong","NJ, US",""
"121109","2022-03-06","2022-03-02","Captured a picture of unknown  object.","Shippensburg","PA, US",""
"121108","2022-03-06","2022-03-06","Formation of about 12 silent silver/chrome  pearlescent objects fly over suburb near Syracuse Airport.","Liverpool","NY, US",""
"121107","2022-03-06","2022-03-04","ufo on few photos","Gornje Selo","HR",""
"121106","2022-03-06","1994-05-15","Shooting star like","Blue Gap","AZ, US",""
"121105","2022-03-06","2022-03-05","saw light move treetop level red and white no sound","doraville","GA, US",""
"121104","2022-03-06","2021-08-21","Something I peeped camera about 5ft 2 in","Pittsburgh","PA, US",""
"121103","2022-03-06","2022-02-20","Hovering Light over STL airport","Hazelwood","MO, US",""
"121102","2022-03-06","2022-03-06","Fireball illuminating then going dark periodically","Hondo","TX, US",""
"121101","2022-03-06","2022-01-09","Circular illuminated white orb/craft flying from north to north-east. Both myself and partner saw (it was his first and last sighting).","Nottingham","GB",""
"121100","2022-03-06","2022-03-05","Large number of strange lights in sky","Fenton","MO, US",""
"121099","2022-03-05","2020-09-16","saw a red stationary light","Cody","WY, US",""
