"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121173","2022-03-10","2022-03-10","I seen a 4 story objects the width of a football field travelling slowing across the lake.","Thunder Bay Unorganized Township","ON, CA",""
"121172","2022-03-10","1970-06-13","A strange but very real fact","Rio de Janeiro","BR",""
"121171","2022-03-10","2022-03-09","3 separate sightings in a couple minutes","Commerce City","CO, US",""
"121170","2022-03-10","2022-03-10","Bright shiny object","Citrus Heights","CA, US",""
"121169","2022-03-10","2022-03-07","Unusual shaped object","Chitchesters, Western Australia","AU",""
"121168","2022-03-10","2022-02-03","Was in front of cloud. Phone lost all charge. Zoomed in to last frame. Looked like a Pacman with appendages","Beenleigh","AU",""
"121167","2022-03-10","2021-05-16","Appeared to be either flashing lights or turning all witnesses agree that it appeared to be turning","Index, WA","WA, US",""
"121166","2022-03-10","2020-06-20","Greenish orb.. drone like was another.. beam.. largest plane I've seen in my life.. have no idea where it took off from","Rockford","AL, US",""
"121165","2022-03-09","2021-05-14","Black triangle escorted by 2 helicopters in Utah","Orem","UT, US",""
"121164","2022-03-09","2017-06-15","Triangular.  Stationary.  Lights noted, but not super bright.  Like TR3B Astra.","Greenville","SC, US",""
"121163","2022-03-09","2021-05-29","White orb that pulsated and changed size","Bay City","MI, US",""
"121162","2022-03-09","2022-03-09","Oval/hexagonal object in sky with what looks like an open","port orange","FL, US",""
"121161","2022-03-09","2022-03-02","Slow moving dumb-bell object appears the disappears slowly","Blue Ridge","GA, US",""
"121160","2022-03-09","2022-03-02","Ball shape object with white light joins others over sun rays.","Blue Ridge","GA, US",""
"121159","2022-03-09","2020-01-07","Red and white pulsating UFO changing altitude and direction and hovering.","Corona","CA, US",""
"121158","2022-03-09","2022-02-28","Square (Loaf Of Bread) Looking object quickly darts across the sky in 11 ray","Blue Ridge","GA, US",""
"121157","2022-03-09","2022-01-04","Donut shaped object moves in an arc across the Sun.","Blue Ridge","GA, US",""
"121156","2022-03-09","2022-03-02","Donut shaped object with apparent windows, moved from the Sun 10 Ray Fast.","Blue Ridge","GA, US",""
"121155","2022-03-09","2021-08-28","Donut shaped moved extremely fast away from the 8 o'clock ray of the Sun.","Mineral Bluff","GA, US",""
"121154","2022-03-09","2021-08-28","A white object with a black or blue band around it (Minion Like) In the Sun 5ray","Mineral Bluff","GA, US",""
