"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120441","2022-01-20","2021-12-09","Observation d'un objet en forme de losange avec contour et spots orangés","Sagy","FR","20211223115734.jpg"
"120440","2022-01-20","2021-04-10","It's like when you see the FBI files where Mulder and Scully come out and they show that flying saucer it looks just like that","Mathis","TX, US","IMG20210410181518960.jpgIMG20210410181524590.jpgIMG20210410181533318.jpgIMG20210410181541169.jpg"
"120439","2022-01-20","2021-10-19","tic tac white 30 to 40 feet long","henderson","NV, US",""
"120438","2022-01-19","2022-01-19","Crescent shaped object moving slowly in the sky as sun was coming up, moving up and Southwest.","Glendale","AZ, US","Crescent01192022.mp4"
"120437","2022-01-19","2022-01-18","UAP observed from clouds descending with brilliant light","Bullhead city,Az","AZ, US","VID2022011806490936921.mp4"
"120436","2022-01-19","2022-01-16","When it gets laser shot it just fades away","Go Yang","KR","20220117laserhit.mp4"
"120435","2022-01-19","2021-12-30","Only observed after reviewing photos","Las Vegas","NV, US","533489B97B464226B74FF96FF4D43D88.jpeg661D38C3E7224726A25C40F1F14DB35A.jpeg57F99F89AAAB49A9A0A788EBCF9848B9.jpeg48574037F4B7430CBB5CF4231B58574D.jpeg5C5CFCC9691E4208993E5C95B20CF809.jpeg"
"120434","2022-01-19","2022-01-19","Image from Google earth","Richland","OR, US","Screenshot20220116225637.pngScreenshot20220116204803.png"
"120433","2022-01-19","2021-12-16","Cigar shape flying at airplane altitude","Daly City","CA, US",""
"120432","2022-01-19","2021-11-07","3 discs hovering in sky in triangle formation","San Francisco","CA, US",""
"120431","2022-01-19","2022-01-19","Two lights set Stationary in the western sky","Clearwater","FL, US","20220119180627.jpg20220119180345.jpg20220119180338.jpg20220119180254.jpg"
"120430","2022-01-19","2022-01-19","Flashing grey cigar shaped object","San Francisco","CA, US",""
"120429","2022-01-19","","","","TX, US",""
"120428","2022-01-19","2022-01-18","it suddenly appear and disappear Sequentially and repeatedly over an hour. and some are beamed very brightly.","Hveragerði","IS","trim.AE1ADFA0AD8C459DA059431DDBA41C31.MOVtrim.23BC02EEDB5A4C06806397B34930E279.MOVtrim.59D4A53DDF4C412B90674D8F1FB45CFF.MOVtrim.9035EA6A5C81461198C15836536DCAB7.MOVtrim.3F0DC6DD40FE4637B05120A0D9D7A4EA.MOVtrim.9EFFED2FB44147699C508CDD922935FF.MOVtrim.ADCB7B5CA8B74180A0CFE15EE1AE330D.MOVtrim.23F6D43EC6B74166A467E011EF8CD12B.MOVtrim.B2450AA1F53F48A5841C34530331116D.MOVtrim.6D67DB90FBA0491AA684089B4F190A0A.MOV"
"120427","2022-01-19","2022-01-07","Saw UFO when driving in to Las Vegas","Henderson","NV, US","87C782A228D5464F9BE789CF4C81FEF0.jpeg58D0375562F949888149E66526046DB9.jpeg11A599C34B2E4CC6801E71E0F2C72041.jpeg"
"120426","2022-01-19","2021-10-06","Ball of light","Fort Worth","TX, US","trim.32066D0D4D6E4606AA9972E9584453DE.MOVtrim.7F6FB21DD6914C77B80017779DD6E40C.MOVtrim.204016F096B14ED6A0D54C43A117A052.MOVtrim.600A98B525E84CF585327B3A65E28C60.MOV3BDBF1D5ECD64C42BAAB7D74034F977C.jpeg"
"120425","2022-01-19","2022-01-17","HEXAGON","HANNIBAL","MO, US","UFO2.MOVUFO.mp4thumbnail.jpg"
"120424","2022-01-19","2014-03-24","I look up into the sky and thought it was just a bright star.","Wenatchee","WA, US","IMG20140324015321kindlephoto976181.jpgIMG20140324015321kindlephoto1510515.jpg"
"120423","2022-01-19","2022-01-19","Saw this orb south east pulsation then pick up spread south east towards a stsr","Darlington United Kingdom","GB","trim.D79867E81E054D8AB4858051638CF791.MOV"
"120422","2022-01-19","2018-04-15","Fireball pattern with other  disappearing in the clouds","Los ángeles","CA, US","trim.5EAB638A7A3C48DD89164D6427141C36.MOV"
