"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121079","2022-03-04","2022-03-03","Hovering pulsating orb. I have videos and photos. Became two white orbs spiraling each other, and would go back to being one orb. My camera gas Ultra","Grand Rapids","MI, US",""
"121078","2022-03-04","","","","US",""
"121077","2022-03-04","2022-03-04","LARGE BRIGHT ROUND LIGHT HOVERING SILENTLY THEN DESCENDING  BEHIND THE LANDSCAPE LIGTING UP A VERY LARGE AREA","PULASKI","TN, US",""
"121076","2022-03-03","2022-01-01","I only noticed the object after the photo was taken. I never actually saw any of the UFO's until I looked at my phone photos.","Cumming","GA, US",""
"121075","2022-03-03","2017-01-24","3 green dancing orbs","Austin","TX, US",""
"121074","2022-03-03","2022-03-03","A cluster of both stationary and moving lights that went from as many to 7 to none at different points over the course of 45 minutes of observation","Suwanee","GA, US",""
"121073","2022-03-03","2020-03-15","A white very Brite light. It maintained the brightness and color for most of the viewing. Mostly in one spot then lifted away very quickly at an angle","Seminole","FL, US",""
"121072","2022-03-03","2022-02-21","Unknown bright sphere","Acton","CA, US",""
"121071","2022-03-03","2021-10-03","Massive circular with numerous orbs","Longview","TX, US",""
"121070","2022-03-03","","Orb on camera","Crystal Springs","MS, US",""
"121069","2022-03-03","2021-07-07","Flying ufo","Kent","GB",""
"121068","2022-03-03","2003-04-02","Shapeshifting, mercury-like white irregular","Mikołów","PL",""
"121067","2022-03-03","2022-03-02","I don't even know how to describe","Cypress","TX, US",""
"121066","2022-03-03","2022-02-27","Deslocamento de ponto luminoso, da direção oeste para leste, com alteração de direção abrupta.","São Miguel do Oeste","BR",""
"121065","2022-03-03","2022-03-02","Translucent triangle changes shape","Rancho Cordova","CA, US",""
"121064","2022-03-02","2022-03-02","Lights photographed in sky","Corpus christi","TX, US",""
"121063","2022-03-02","2021-05-16","spinin putlsating light appeared in the early morning sky, moved, spun, changed color, rapid movement","Scottsdale","AZ, US",""
"121062","2022-03-02","2022-02-09","bright orange light","panama city beach","FL, US",""
"121061","2022-03-02","2022-02-21","circular object following a light beam","Calima","MX",""
"121060","2022-03-02","2021-07-07","Entity reported to me by a neighbor as a giant black puma...way bigger than a normal cat","North Little Rock","AR, US",""
