"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"121016","2022-02-26","2022-02-26","A fixed circular object like a star","Oceanside","CA, US",""
"121015","2022-02-26","2022-02-26","Pulsating Orb Hovering Near Intl Airport approach area","Jakarta","ID",""
"121014","2022-02-26","2022-02-01","A Photo I took of a coming ice storm with my phone","staunton","IL, US",""
"121013","2022-02-26","1984-02-01","3 puissants rayons lumineux blancs","Burzet","FR",""
"121012","2022-02-26","2021-11-25","A light in our bedroom","","KY, US",""
"121011","2022-02-26","2022-02-23","A magnetic anomaly has occurred on node: 40 - MADAR ALERT","Kansas City Missouri","MO, US",""
"121010","2022-02-26","2021-06-06","Caught on home surveillance, after I was awakened by coyotes howling at 3am.","Trenton","ME, US",""
"121009","2022-02-26","2022-02-26","Trail","Toolern vale","AU",""
"121008","2022-02-26","","","","US",""
"121007","2022-02-26","2022-02-25","Multiple orbs Video tape on iPhone 12","Huntington Beach","CA, US",""
"121006","2022-02-26","2022-02-26","A column of approximately 12 lights gliding in a straight line","Flintshire, Wales","GB",""
"121005","2022-02-26","2022-02-25","Far distance, but appeared round","Cheyenne","WY, US",""
"121004","2022-02-26","","Looked like a shooting star…but was cloudy and couldn’t see stars. Big flash, directional change and then dropped from the sky and disappeared","Jacksonville","FL, US",""
"121003","2022-02-25","2020-10-29","Large Black diamond ufo","Henderson","NV, US",""
"121002","2022-02-25","2022-02-18","Worm/snake like smokey white tube that formed into a concave white object","Phoenix","AZ, US",""
"121001","2022-02-25","2022-02-25","Strange stationary light flashing randomly then disappearing","Burlingame","CA, US",""
"121000","2022-02-25","1994-06-23","ho visto e to   toccato  un  u.f.o  triangolare","","IT",""
"120999","2022-02-25","2022-02-25","6 ufo's observed for less than a minute and then disappeared.","Sonora","CA, US",""
"120998","2022-02-25","2022-02-23","Driving home shortly before sunset towards Mount Hood we saw three UFOs in a line formation bread out at quite a distance very bright round and white","PORTLAND","OR, US",""
"120997","2022-02-25","2022-02-23","Many objects of various size and colors.  Craft both round and triangles","Uvalde","TX, US",""
