"Case Number","Date Submitted","Date of Event","Short Description","City","State/Country","Attachments"
"120657","2022-02-01","2021-01-21","I have a live entity in my presence","","OH, US",""
"120656","2022-02-01","2022-01-31","Object caught up with and flew parallel with SpaceX falcon 9 rocket taht launched from KSC 2 minutes earlier","Melbourne","FL, US",""
"120655","2022-02-01","2022-01-31","Followed parallel path of SpaceX rocket","Melbourne","FL, US",""
"120654","2022-02-01","2022-01-31","White sphere shaped light","Choctaw","OK, US",""
"120653","2022-02-01","2022-01-24","A humanoid or a changing object.","Tucson","AZ, US",""
"120652","2022-02-01","2021-12-14","vaisseau avec des lumières près d'un nuage","Ile de la réunion","FR",""
"120651","2022-02-01","2022-01-25","A light gained brightness and disappeared","Louisville","KY, US",""
"120650","2022-02-01","2022-01-31","Bright White Light in what looked like a a cloud.","Centerville","OH, US",""
"120649","2022-02-01","2022-01-31","My wife and I saw a light with a vortex like misty swirl around it moving from north to south.","Purcell","OK, US",""
"120648","2022-02-01","2022-01-23","Beautiful clear sky","Grants pass","OR, US",""
"120647","2022-02-01","1968-06-15","Silver disc shape, with windows and lights flashing","Grand junction","CO, US",""
"120646","2022-01-31","2022-01-31","Redish lights.","Yukon","OK, US",""
"120645","2022-01-31","2022-01-31","Spiral, like a galaxy.","Liberty","MO, US",""
"120644","2022-01-31","2022-01-31","Descending spiral light","Clarksville","TN, US",""
"120643","2022-01-31","2022-01-31","","Concord","AR, US",""
"120642","2022-01-31","2021-12-24","3 entities in my bedroom","","WA, US",""
"120641","2022-01-31","2022-01-31","Large distinct cloud like spiral with central white light","Salina","OK, US",""
"120640","2022-01-31","2022-01-31","An object at sunset moving slowly that had two lines lit up by setting sun reflection","Cambridge","ON, CA",""
"120639","2022-01-31","2022-01-31","Object glowed with fuzzy blurred edges. Like the moon out of focus. No clouds anywhere. stars including on horizon were bright and pinpointed.","Marshall","NC, US",""
"120638","2022-01-31","2022-01-30","Small Orange Object Floating","salem","MA, US",""
